id,rede,nome,latitude,longitude,estado_cdn,academias_proximas_1km
2001,Panobianco,NOGUEIRA,-23.6885043,-46.5984203,São Paulo,0
2002,Panobianco,NORDESTINA,-23.5310708,-46.4151992,São Paulo,0
2003,Panobianco,NOVA ALVORADA,-22.8809267,-47.2075491,São Paulo,0
2004,Panobianco,NOVA ANDRADINA – MS,-22.2388321,-53.3409809,Mato Grosso do Sul,0
2005,Panobianco,NOVA EUROPA,-22.9427492,-47.0595355,São Paulo,1
2006,Panobianco,NOVA FRIBURGO,-22.2747109,-42.5331735,Rio de Janeiro,0
2007,Panobianco,NOVA MARÍLIA,-22.2405174,-49.9271992,São Paulo,0
2008,Panobianco,NOVA MIRIM,-24.029723,-46.4924779,São Paulo,0
2009,Panobianco,NOVA ODESSA,-22.7816129,-47.2924161,São Paulo,0
2010,Panobianco,NOVO ÂNGULO,-22.8801137,-47.1740533,São Paulo,0
2011,Panobianco,NOVO HORIZONTE,-23.7758026,-46.6976638,São Paulo,0
2012,Panobianco,OSASCO CENTRO,-23.5290815,-46.7761081,São Paulo,1
2013,Panobianco,OURO PRETO,-22.9568556,-47.1348225,São Paulo,0
2014,Panobianco,OZIEL,-22.9382118,-47.079841,São Paulo,1
2015,Panobianco,PADRE ANCHIETA,-22.8669285,-47.1498671,São Paulo,1
2016,Panobianco,PAGUE MENOS LIMEIRA,-22.5845224,-47.4216592,São Paulo,1
2017,Panobianco,PAMPULHA,-19.87,-43.99938,Minas Gerais,1
2018,Panobianco,PANNUNZIO,-23.516896,-47.4893497,São Paulo,0
2019,Panobianco,PARADA 15 DE NOVEMBRO,-23.524623,-46.4299441,São Paulo,0
2020,Panobianco,PARANAVAÍ – PR,-23.7485569,-46.3962,São Paulo,4
2021,Panobianco,PARIS,-24.0053052,-46.4101643,São Paulo,4
2022,Panobianco,PARQUE DAS NAÇÕES,-22.8370859,-47.1889394,São Paulo,0
2023,Panobianco,PARQUE INDEPEDÊNCIA,-23.6864256,-46.7905759,São Paulo,1
2024,Panobianco,PAULICÉIA PIRACICABA,-22.7455286,-47.6451492,São Paulo,2
2025,Panobianco,PAULÍNIA,-22.7451911,-47.1732451,São Paulo,0
2026,Panobianco,PAULISTA VALINHOS,-22.9844643,-46.9910915,São Paulo,1
2027,Panobianco,PEDREIRA,-23.1652856,-47.0666656,São Paulo,0
2028,Panobianco,PENHA,-23.5228698,-46.5415541,São Paulo,2
2029,Panobianco,PEREIRA BARRETO,-23.6769664,-46.5371766,São Paulo,1
2030,Panobianco,PERIMETRAL,-16.6437905,-49.2975956,Goiás,0
2031,Panobianco,PERUIBE – SP,-24.2973184,-46.9702005,São Paulo,0
2032,Panobianco,PERUS,-23.4015252,-46.7525464,São Paulo,1
2033,Panobianco,PERUS RECANTO,-23.4091444,-46.7518069,São Paulo,1
2034,Panobianco,PETROLINA,-9.3838529,-40.4885294,Pernambuco,1
2035,Panobianco,PICERNO,-22.8013444,-47.27596,São Paulo,0
2036,Panobianco,PICO,-23.4491807,-46.7483593,São Paulo,0
2037,Panobianco,PIMENTAS,-23.4343189,-46.405637,São Paulo,0
2038,Panobianco,PINDA SIMPATIA,-22.9541738,-45.4920963,São Paulo,0
2039,Panobianco,PINHAL,-22.1965404,-46.7596108,São Paulo,1
2040,Panobianco,PIRACICABA CENTRO,-22.7244993,-47.6513226,São Paulo,0
2041,Panobianco,PIRAJUSSARA,-23.6389916,-46.8007428,São Paulo,1
2042,Panobianco,PIRASSUNUNGA,-21.993961,-47.4241627,São Paulo,1
2043,Panobianco,POÁ,-23.5314449,-46.3386989,São Paulo,0
2044,Panobianco,POÇOS DE CALDAS,-21.7847391,-46.5858142,Minas Gerais,1
2045,Panobianco,PQ INDUSTRIAL,-22.9208277,-47.0812603,São Paulo,1
2046,Panobianco,PRESIDENTE DUTRA,-23.4293778,-46.4364823,São Paulo,0
2047,Panobianco,PRESTES MAIA,-23.5697985,-46.7786344,São Paulo,0
2048,Panobianco,PRUDENTE CENTRO,-22.1212068,-51.3969024,São Paulo,0
2049,Panobianco,QUEIMADOS,-22.7149017,-43.5571075,Rio de Janeiro,1
2050,Panobianco,RAMI,-23.2161251,-46.878564,São Paulo,0
2051,Panobianco,RECANTO CAMPO BELO,-23.7928842,-46.7355073,São Paulo,0
2052,Panobianco,RECANTO FORTUNA,-22.5651581,-47.4389412,São Paulo,2
2053,Panobianco,REDENÇÃO,-23.0094373,-45.6068832,São Paulo,0
2054,Panobianco,REDINHA,-5.7462173,-35.2270536,Rio Grande do Norte,0
2055,Panobianco,REPÚBLICA,-23.544133,-46.6403479,São Paulo,6
2056,Panobianco,RESIDENCIAL COCAIA,-23.7435944,-46.6657086,São Paulo,1
2057,Panobianco,RESSACA,-19.8859986,-44.0344878,Minas Gerais,2
2058,Panobianco,RIO DAS PEDRAS,-22.9717463,-43.3367575,Rio de Janeiro,1
2059,Panobianco,ROLDÃO CAPITÃO JOÃO,-23.6803668,-46.4540168,São Paulo,0
2060,Panobianco,ROLDÃO MOGI GUAÇU,-22.3419878,-46.9487,São Paulo,1
2061,Panobianco,ROLDÃO VALINHOS,-22.963504,-46.9990324,São Paulo,0
2062,Panobianco,ROLDÃO VILA EMA,-23.5904854,-46.5424115,São Paulo,1
2063,Panobianco,ROSAMELIA,-22.6395861,-47.1803211,São Paulo,2
2064,Panobianco,ROSEMARY,-23.5613985,-46.9258842,São Paulo,1
2065,Panobianco,ROSOLÉM,-22.9012201,-47.1727644,São Paulo,1
2066,Panobianco,RUY RODRIGUES,-22.9466092,-47.109473,São Paulo,2
2067,Panobianco,SABURÔ AKAMINE,-22.4006741,-47.5853495,São Paulo,1
2068,Panobianco,SALGADO FILHO,-23.445402,-46.534218,São Paulo,1
2069,Panobianco,SALTO,-23.4021027,-47.3365204,São Paulo,0
2070,Panobianco,SAMAMBAIA,-15.8854714,-48.0755051,Distrito Federal,1
2071,Panobianco,SANTA BÁRBARA D’OESTE,-22.7613297,-47.3970856,São Paulo,0
2072,Panobianco,SANTA BÁRBARA D’OESTE 2 (JARDIM EUROPA),-22.7275484,-47.3668693,São Paulo,0
2073,Panobianco,SANTA MENA,-23.4502826,-46.5439303,São Paulo,2
2074,Panobianco,SANTA PAULA,-20.7950142,-49.4017576,São Paulo,0
2075,Panobianco,SANTA RITA,-23.5475524,-46.9418487,São Paulo,2
2076,Panobianco,SANTA TEREZINHA,-22.6791557,-47.6774755,São Paulo,1
2077,Panobianco,SANTANA,-23.5020651,-46.6406927,São Paulo,1
2078,Panobianco,SANTO AMARO,-23.6546329,-46.7012873,São Paulo,2
2079,Panobianco,SANTOS DUMONT SOROCABA,-23.485914,-47.4775637,São Paulo,2
2080,Panobianco,SÃO CAETANO (JARDIM SÃO CAETANO),-23.6437905,-46.5792777,São Paulo,1
2081,Panobianco,SÃO CRISTÓVÃO,-22.9828532,-47.1478922,São Paulo,0
2082,Panobianco,SÃO FERNANDO,-23.555781,-46.8805494,São Paulo,0
2083,Panobianco,SÃO GONÇALO,-22.8281103,-43.0194641,Rio de Janeiro,0
2084,Panobianco,SÃO JOÃO,-23.4177849,-46.4655685,São Paulo,0
2085,Panobianco,SÃO LUÍS,-23.0046306,-45.5545297,São Paulo,0
2086,Panobianco,SÃO MARCOS,-22.9448526,-46.9943477,São Paulo,0
2087,Panobianco,SÃO PEDRO,-22.5519729,-47.9061706,São Paulo,0
2088,Panobianco,SÃO RAFAEL – ZL / SP,-23.6330312,-46.4690669,São Paulo,1
2089,Panobianco,SÃO RAFAEL ZL,-23.6330312,-46.4690669,São Paulo,1
2090,Panobianco,SÃO VICENTE CENTRO,-23.9685589,-46.3857372,São Paulo,2
2091,Panobianco,SÃO VICENTE EMMERICH,-23.9528576,-46.373854,São Paulo,1
2092,Panobianco,SÃO VITO,-22.7224724,-47.307208,São Paulo,1
2093,Panobianco,SAPOPEMBA,-23.5747698,-46.553886,São Paulo,1
2094,Panobianco,SAUDADE,-21.1640116,-47.803267,São Paulo,1
2095,Panobianco,SAÚDE,-23.6193533,-46.6377362,São Paulo,1
2096,Panobianco,SAUL ELKIND,-23.2588549,-51.163782,Paraná,0
2097,Panobianco,SBC CASTELO BRANCO / SP,-23.71331,-46.58687,São Paulo,1
2098,Panobianco,SBC DOS CASA,-23.7411261,-46.5759155,São Paulo,0
2099,Panobianco,SBC LIONS,-23.6650032,-46.5688597,São Paulo,2
2100,Panobianco,SBC PLANALTO,-23.6986874,-46.5654231,São Paulo,0
2101,Panobianco,SBC TABOÃO,-23.6639451,-46.6066246,São Paulo,1
2102,Panobianco,SELECT BRASIL 500,-22.7893218,-47.140159,São Paulo,0
2103,Panobianco,SELECT GYM BY PANOBIANCO,-8.1246064,-34.899853,Pernambuco,6
2104,Panobianco,SERRARIA,-22.9784809,-46.9953909,São Paulo,1
2105,Panobianco,SETOR OESTE,-16.6797638,-49.2666614,Goiás,2
2106,Panobianco,SILVERSTONE,-23.5554351,-46.9061792,São Paulo,0
2107,Panobianco,SILVESTRE,-23.473071,-46.5341837,São Paulo,0
2108,Panobianco,SJ RIO PRETO CENTRO,-20.8183931,-49.3889982,São Paulo,1
2109,Panobianco,SJC AMÉRICA,-23.233186,-45.8943548,São Paulo,0
2110,Panobianco,SJC CENTRO,-23.1839059,-45.8837549,São Paulo,0
2111,Panobianco,SJC FERRADURA,-23.2317681,-45.9190208,São Paulo,1
2112,Panobianco,SJC MONTE CASTELO,-23.17928,-45.8701154,São Paulo,0
2113,Panobianco,SJC MORUMBI,-23.2423324,-45.9061786,São Paulo,2
2114,Panobianco,SJC SATÉLITE,-23.2171658,-45.888356,São Paulo,2
2115,Panobianco,SOBERANA,-23.401064,-46.4441662,São Paulo,0
2116,Panobianco,SOMENZARI,-22.2014345,-49.9569213,São Paulo,0
2117,Panobianco,SPAZIO OURO VERDE,-22.9660187,-47.1366694,São Paulo,1
2118,Panobianco,SUAÇUNA,-22.9712311,-47.1277227,São Paulo,0
2119,Panobianco,SUMARÉ CENTRO,-22.8181772,-47.273169,São Paulo,1
2120,Panobianco,SUMARÉ PAGUE MENOS,-22.8269234,-47.2007059,São Paulo,0
2121,Panobianco,SUMAREZINHO,-21.1619559,-47.8319886,São Paulo,0
2122,Panobianco,SUZANO – JARDIM DONA BENTA,-23.5047308,-46.2997904,São Paulo,1
2123,Panobianco,SUZANO CENTRO,-23.5477849,-46.307902,São Paulo,0
2124,Panobianco,TABOÃO DA SERRA,-23.6338563,-46.7832994,São Paulo,3
2125,Panobianco,TAQUARAL,-22.8725301,-47.0397205,São Paulo,1
2126,Panobianco,TAQUARITINGA,-23.6491746,-46.5780492,São Paulo,2
2127,Panobianco,TATUÍ CENTRO,-23.3502634,-47.8479107,São Paulo,0
2128,Panobianco,TAUBATÉ CENTRO,-23.0345164,-45.5584885,São Paulo,1
2129,Panobianco,TENDA ITAPETININGA,-23.5831412,-48.0368707,São Paulo,0
2130,Panobianco,TENDA MATÃO,-21.6016119,-48.3561605,São Paulo,0
2131,Panobianco,TENDA PINDA,-22.9500837,-45.4073417,São Paulo,0
2132,Panobianco,TERRA PRETA,-23.2648079,-46.5907941,São Paulo,0
2133,Panobianco,TIBURCIO,-23.5041228,-46.3969158,São Paulo,2
2134,Panobianco,TRANQUILIDADE,-23.4733095,-46.5548183,São Paulo,0
2135,Panobianco,TREMEMBÉ,-23.4647709,-46.6169215,São Paulo,1
2136,Panobianco,TUCURA,-22.4198797,-46.9591934,São Paulo,0
2137,Panobianco,TUCURUVI,-23.4808183,-46.6012297,São Paulo,1
2138,Panobianco,TUPI,-24.0165014,-46.4546792,São Paulo,0
2139,Panobianco,UNIMART,-22.9079237,-47.0954735,São Paulo,0
2140,Panobianco,VALO VELHO,-23.6833686,-46.7977958,São Paulo,1
2141,Panobianco,VARZEA CENTRO,-23.2097118,-46.8464023,São Paulo,0
2142,Panobianco,VÁRZEA PACAEMBU,-23.1982499,-46.8175509,São Paulo,1
2143,Panobianco,VAZAME,-23.6600604,-46.8067083,São Paulo,2
2144,Panobianco,VELOSO,-23.5667607,-46.8079626,São Paulo,1
2145,Panobianco,VERA CRUZ,-23.7383039,-46.7808507,São Paulo,1
2146,Panobianco,VIA NORTE / SP,-22.8781678,-47.1227422,São Paulo,0
2147,Panobianco,VIANAS,-23.706806,-46.5214142,São Paulo,1
2148,Panobianco,VICENTE DE CARVALHO,-23.9469531,-46.2979156,São Paulo,1
2149,Panobianco,VILA AGRÍCOLA,-23.2038811,-46.867557,São Paulo,0
2150,Panobianco,VILA ANTONIETA,-23.5711295,-46.5100674,São Paulo,2
2151,Panobianco,VILA ANTONIO,-23.5793822,-46.7642299,São Paulo,0
2152,Panobianco,VILA CURUÇA,-23.4985635,-46.4228155,São Paulo,0
2153,Panobianco,VILA FORMOSA,-23.5690286,-46.5402743,São Paulo,1
2154,Panobianco,VILA GEORGINA,-22.9313922,-47.0424529,São Paulo,0
2155,Panobianco,VILA IMPÉRIO,-23.667791,-46.6559692,São Paulo,0
2156,Panobianco,VILA INDUSTRIAL,-22.9080193,-47.07925,São Paulo,0
2157,Panobianco,VILA IPIRANGA,-30.0110484,-51.1482891,Rio Grande do Sul,0
2158,Panobianco,VILA LURDES,-23.5268936,-46.8583465,São Paulo,1
2159,Panobianco,VILA LUZITA,-23.6956625,-46.5056561,São Paulo,1
2160,Panobianco,VILA MAGINI,-23.6609213,-46.4580283,São Paulo,1
2161,Panobianco,VILA MASCOTE – SP,-23.6433654,-46.6651656,São Paulo,2
2162,Panobianco,VILA MONTEIRO,-23.5098702,-46.3403696,São Paulo,0
2163,Panobianco,VILA NILO,-23.4606015,-46.5743898,São Paulo,0
2164,Panobianco,VILA PRADO,-22.0160785,-47.8939538,São Paulo,0
2165,Panobianco,VILA PROOST,-22.8988862,-47.1002369,São Paulo,0
2166,Panobianco,VILA PRUDENTE,-23.583726,-46.5846174,São Paulo,2
2167,Panobianco,VILA RAMOS,-23.3319189,-46.7160793,São Paulo,0
2168,Panobianco,VILA SÃO JOSÉ,-23.0179039,-45.5336781,São Paulo,0
2169,Panobianco,VILA SUISSA,-23.5029306,-46.1586481,São Paulo,0
2170,Panobianco,VILA VIRGÍNIA,-21.1858366,-47.8216113,São Paulo,0
2171,Panobianco,VINHEDO,-23.0233393,-46.9833332,São Paulo,1
2172,Panobianco,VISTA ALEGRE,-22.3010705,-49.0690121,São Paulo,1
2173,Panobianco,VOTORANTIM,-23.5422678,-47.452547,São Paulo,0
2174,Panobianco,VOTUPORANGA,-20.4246682,-49.9643498,São Paulo,1
2175,Panobianco,WANEL VILLE,-23.492428,-47.5091596,São Paulo,0
2176,Panobianco,WASHINGTON LUIZ,-22.9177308,-47.0567204,São Paulo,2
2177,Panobianco,XV NOVEMBRO,-23.0242598,-45.5559789,São Paulo,0
2178,Panobianco,YERVANT,-23.6854009,-46.6486371,São Paulo,0
2179,Panobianco,ZANAGA AMERICANA,-22.7029796,-47.2956893,São Paulo,0
2180,Panobianco,ZANCHI,-22.1452504,-51.4117855,São Paulo,0
