id,rede,nome,endereco,cidade,estado,cep,telefone,latitude,longitude,horarios,servicos,link_matricula,data_criacao,data_atualizacao,bairro_cdn,cidade_cdn,estado_cdn,pais_cdn,beneficios,campo_inexistente,horario_funcionamento,modalidades,outro_campo,planos,preco_mensalidade
1,Bluefit,Flamengo,"Rua Senador Vergueiro, 35 Flamengo, Rio de Janeiro - RJ",,,,,-22.9341605,-43.1757575,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:29.759346,Flamengo,Rio de Janeiro,Rio de Janeiro,Brazil,,,,,,,
2,Bluefit,Saens Peña,"Rua Conde de Bonfim, 422 Tijuca, Rio de Janeiro - RJ",,,,,-22.9251951,-43.2346116,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:30.764120,Tijuca,Rio de Janeiro,Rio de Janeiro,Brazil,,,,,,,
3,Bluefit,Nilópolis,"Av. Getúlio Vargas, 1336 Centro, Nilópolis - RJ",,,,,-22.8097381,-43.4166488,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:31.739691,Centro,Nilópolis,Rio de Janeiro,Brazil,,,,,,,
4,Bluefit,Recreio,"Av. das Américas, 16701 Recreio dos Bandeirantes, Rio de Janeiro - RJ",,,,,-23.0173942,-43.4762191,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:32.735221,Recreio dos Bandeirantes,Rio de Janeiro,Rio de Janeiro,Brazil,,,,,,,
5,Bluefit,Juiz de Fora - São Mateus,"AV PRESIDENTE ITAMAR FRANCO, 2905 SAO MATEUS, Juiz de Fora - MG",,,,,-21.7783807,-43.3587724,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:33.720902,São Mateus,Juiz de Fora,Minas Gerais,Brazil,,,,,,,
6,Bluefit,São José dos Campos – Vale Sul,"Av. Andrômeda, 227 Jardim Satélite, São José dos Campos - SP",,,,,-23.2166775,-45.8926807,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:34.741402,Jardim Satélite,São José dos Campos,São Paulo,Brazil,,,,,,,
7,Bluefit,São José dos Campos - Aquarius,"Av. Cassiano Ricardo, 521 Parque Residencial Aquarius, São José dos Campos - SP",,,,,-23.2182487,-45.9099854,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:35.732331,Jardim Alvorada,São José dos Campos,São Paulo,Brazil,,,,,,,
8,Bluefit,Mogi das Cruzes,"Av. Antônio de Almeida, 100 Jd. Marica, Mogi das Cruzes - SP",,,,,-23.512176,-46.1809037,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:36.780355,Jardim Marica,Mogi das Cruzes,São Paulo,Brazil,,,,,,,
9,Bluefit,Savassi Mall,"R. Sergipe, 1448 Savassi, Belo Horizonte - MG",,,,,-19.9393108,-43.9387744,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:37.749773,Funcionários,Belo Horizonte,Minas Gerais,Brazil,,,,,,,
10,Bluefit,Guarujá,"Av. Dom Pedro I, 2220 Enseada, Guarujá - SP",,,,,-23.9822973,-46.2301588,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:38.714662,Jardim Belmar,Guarujá,São Paulo,Brazil,,,,,,,
11,Bluefit,Pimentas,"Estr. Pres. Juscelino Kubitschek de Oliveira, 2615 Jd. Albertina, Guarulhos - SP",,,,,-23.455774,-46.4093518,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:39.906855,Jardim Albertina,Guarulhos,São Paulo,Brazil,,,,,,,
12,Bluefit,Palmares,"Av. Cristiano Machado, 5137 Palmares, Belo Horizonte - MG",,,,,-19.8697195,-43.9283746,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:40.890437,Vila Suzana,Belo Horizonte,Minas Gerais,Brazil,,,,,,,
13,Bluefit,Santos 3,"Av. Almirante Cochrane, 189 Embaré, Santos - SP",,,,,-23.9717678,-46.3106119,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:41.855575,Embaré,Santos,São Paulo,Brazil,,,,,,,
14,Bluefit,Santos 1,"Av. Conselheiro Nébias, 761 Boqueirão, Santos - SP",,,,,-23.9680276,-46.3234583,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:42.816901,Boqueirão,Santos,São Paulo,Brazil,,,,,,,
15,Bluefit,Santos 2,"Av. Presidente Wilson, 21 Gonzaga, Santos - SP",,,,,-23.9686464,-46.3352031,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:43.783320,José Menino,Santos,São Paulo,Brazil,,,,,,,
16,Bluefit,Shopping Pátio Iporanga,"Av. Ana Costa, 465/67 Gonzaga, Santos - SP",,,,,-23.9648313,-46.332394,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:44.796299,Gonzaga,Santos,São Paulo,Brazil,,,,,,,
17,Bluefit,Tambores,"Av. Antônio Emmerich, 1643 Vila Cascatinha, São Vicente - SP",,,,,-23.951428,-46.3740539,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:45.790932,Vila Cascatinha,São Vicente,São Paulo,Brazil,,,,,,,
18,Bluefit,São Vicente,"Praça da Bandeira, 80 Centro, São Vicente - SP",,,,,-23.9642138,-46.3831424,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:46.740406,Centro,São Vicente,São Paulo,Brazil,,,,,,,
19,Bluefit,Aricanduva,"Av. Rio das Pedras, 1306 Jardim Aricanduva, São Paulo - SP",,,,,-23.5664716,-46.5120321,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:47.710569,Vila Antonieta,São Paulo,São Paulo,Brazil,,,,,,,
20,Bluefit,Emílio Ribas,"R. Dr. José Maurício de Oliveira, 24 Gopouva, Guarulhos - SP",,,,,-23.4662968,-46.5447634,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:48.699315,Gopouva,Guarulhos,São Paulo,Brazil,,,,,,,
21,Bluefit,Vila Galvão,"Av. Dr. Timóteo Penteado, 2856 Vila São Judas Tadeu, Guarulhos - SP",,,,,-23.4515967,-46.5513459,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:49.845540,Vila Rosalia,Guarulhos,São Paulo,Brazil,,,,,,,
22,Bluefit,Carijós,"Rua Carijós, 921 Vila Alzira, Santo André - SP",,,,,-23.6787933,-46.5208113,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:50.976660,Vila Alzira,Santo André,São Paulo,Brazil,,,,,,,
23,Bluefit,Praia Grande,"Rua Campinas, 177 Setor Oeste, Praia Grande - SP",,,,,-24.008532,-46.4140629,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:52.153544,Boqueirão,Praia Grande,São Paulo,Brazil,,,,,,,
24,Bluefit,Canto do Forte,"Av Marechal Mallet, 1460 Canto do Forte, Praia Grande - SP",,,,,-24.0045113,-46.4085648,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:53.288364,Canto do Forte,Praia Grande,São Paulo,Brazil,,,,,,,
25,Bluefit,Anália Franco,"Rua Apucarana, 1515 Tatuapé, São Paulo - SP",,,,,-23.5511757,-46.5621396,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:54.392147,Tatuapé,São Paulo,São Paulo,Brazil,,,,,,,
26,Bluefit,Fernando Prestes,"Rua Coronel Fernando Prestes, 540 Centro, Santo André - SP",,,,,-23.6630751,-46.5303661,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:55.612849,Vila Assunção,Santo André,São Paulo,Brazil,,,,,,,
27,Bluefit,São Caetano,"Rua Alegre, 1289 Barcelona, São Caetano do Sul - SP",,,,,-23.6269381,-46.5483081,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:56.755289,Barcelona,Santo André,São Paulo,Brazil,,,,,,,
28,Bluefit,Atlântica,"R. Igarapava, 23 Vila Valparaiso, Santo André - SP",,,,,-23.668537,-46.5519783,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:57.878864,Vila Valparaíso,Santo André,São Paulo,Brazil,,,,,,,
29,Bluefit,Marechal,"Rua Marechal Deodoro, 1078 Centro, São Bernardo do Campo - SP",,,,,-23.7076427,-46.5512188,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:19:59.025363,Centro,São Bernardo do Campo,São Paulo,Brazil,,,,,,,
30,Bluefit,Vila Guilherme,"Av. Joaquina Ramalho, 1521 Vila Guilherme, São Paulo - SP",,,,,-23.5034171,-46.6034467,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:00.172562,Vila Guilherme,São Paulo,São Paulo,Brazil,,,,,,,
31,Bluefit,Mooca 1,"Rua da Mooca, 2525 Mooca, São Paulo - SP",,,,,-23.5553674,-46.6005944,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:01.317680,Mooca,São Paulo,São Paulo,Brazil,,,,,,,
32,Bluefit,Mooca 2,"Rua Celso de Azevedo Marques, 129 Mooca, São Paulo - SP",,,,,-23.5676812,-46.5968317,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:02.439309,Parque da Mooca,São Paulo,São Paulo,Brazil,,,,,,,
33,Bluefit,Tremembé,"R. Maria Amália Lopes de Azevedo, 817 Vila Albertina, São Paulo - SP",,,,,-23.4575441,-46.6177702,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:03.611241,Vila Albertina,São Paulo,São Paulo,Brazil,,,,,,,
34,Bluefit,Demarchi,"Av. Maria Servidei Demarchi, 1231 Demarchi, São Bernardo do Campo - SP",,,,,-23.7348556,-46.5534224,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:04.775024,Demarchi,São Bernardo do Campo,São Paulo,Brazil,,,,,,,
35,Bluefit,Santana,"Rua Doutor Zuquim, 1872 Santana, São Paulo - SP",,,,,-23.489662,-46.6240806,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:05.959448,Jardim São Paulo,São Paulo,São Paulo,Brazil,,,,,,,
36,Bluefit,Tancredo,"Av. Pres. Tancredo Neves, 100 Moinho Velho, São Paulo - SP",,,,,-23.6057865,-46.6054633,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:07.097685,Vila Moinho Velho,São Paulo,São Paulo,Brazil,,,,,,,
37,Bluefit,Vila das Mercês,"Rua Nossa Senhora das Mercês, 1114 Vila das Merces, São Paulo - SP",,,,,-23.6273213,-46.6065608,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:08.246845,Vila das Merces,São Paulo,São Paulo,Brazil,,,,,,,
38,Bluefit,Liviero,"Avenida Carlos Liviero, 1068 Vila Liviero, São Paulo - SP",,,,,-23.6476154,-46.5966904,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:09.363469,Vila Liviero,São Paulo,São Paulo,Brazil,,,,,,,
39,Bluefit,Alfredo Pujol,"R. Alfredo Pujol, 1195 Santana, São Paulo - SP",,,,,-23.5004943,-46.6376886,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:10.547483,Santana,São Paulo,São Paulo,Brazil,,,,,,,
40,Bluefit,Centro 2,"Av. São João, 869 Centro, São Paulo - SP",,,,,-23.5414964,-46.642129,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:11.748698,República,São Paulo,São Paulo,Brazil,,,,,,,
41,Bluefit,Maria Antônia,"Rua Maria Antônia, 162 Vila Buarque, São Paulo - SP",,,,,-23.5468677,-46.6501304,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:12.899876,Vila Buarque,São Paulo,São Paulo,Brazil,,,,,,,
42,Bluefit,Centro 1,"Rua Santo Antonio, 644 Bela Vista, São Paulo - SP",,,,,-23.5514384,-46.6447988,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:14.225029,Bela Vista,São Paulo,São Paulo,Brazil,,,,,,,
43,Bluefit,Diadema,"Av. Sete de Setembro, 97, 99 e 103 Centro, Diadema - SP",,,,,-23.6928607,-46.6210102,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:15.342670,Centro,Diadema,São Paulo,Brazil,,,,,,,
44,Bluefit,Perdizes,"Rua Paraguaçu, 251 Perdizes, São Paulo - SP",,,,,-23.535556,-46.6650554,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:16.469948,Perdizes,São Paulo,São Paulo,Brazil,,,,,,,
45,Bluefit,Frei Caneca,"R. Frei Caneca, 1173 Consolação, São Paulo - SP",,,,,-23.5570181,-46.657105,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:17.593864,Consolação,São Paulo,São Paulo,Brazil,,,,,,,
46,Bluefit,Saúde,"Av. Jabaquara, 2229 Mirandopolis, São Paulo - SP",,,,,-23.6239505,-46.6402609,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:18.795608,Mirandópolis,São Paulo,São Paulo,Brazil,,,,,,,
47,Bluefit,Freguesia do Ó,"R. Mateus Mascarenhas, 437 Jardim Pereira Leite, São Paulo - SP",,,,,-23.504273,-46.6758439,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:19.941984,Jardim Pereira Leite,São Paulo,São Paulo,Brazil,,,,,,,
48,Bluefit,Pinheiros,"R. João Moura, 859 Pinheiros, São Paulo - SP",,,,,-23.5582634,-46.6793196,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:21.078085,Pinheiros,São Paulo,São Paulo,Brazil,,,,,,,
49,Bluefit,Hélio Pellegrino,"Av. Hélio Pellegrino, 743 Vila nova Conceição, São Paulo - SP",,,,,-23.5987905,-46.6723536,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:22.209200,Vila Uberabinha,São Paulo,São Paulo,Brazil,,,,,,,
50,Bluefit,Vila Olímpia,"Av. Dr. Cardoso de Melo, 1191 Vila Olímpia, São Paulo - SP",,,,,-23.5986019,-46.6851743,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:23.393937,Vila Olímpia,São Paulo,São Paulo,Brazil,,,,,,,
51,Bluefit,Brooklin,"Av. Morumbi, 7850 Santo Amaro, São Paulo - SP",,,,,-23.6199797,-46.6950318,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:24.544915,Santo Amaro,São Paulo,São Paulo,Brazil,,,,,,,
52,Bluefit,Verbo Divino,"Rua Verbo Divino, 986 Chácara Santo Antonio, São Paulo - SP",,,,,-23.633183,-46.7051783,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:25.745106,Chácara Santo Antônio (Zona Sul),São Paulo,São Paulo,Brazil,,,,,,,
53,Bluefit,Leopoldina,"Av. Imperatriz Leopoldina, 1.492 Vila Leopoldina, São Paulo - SP",,,,,-23.5300911,-46.7312631,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:26.830549,Vila Leopoldina,São Paulo,São Paulo,Brazil,,,,,,,
54,Bluefit,Butantã,"Avenida Professor Francisco Morato, 2100 Butantã, São Paulo - SP",,,,,-23.5845477,-46.7190979,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:27.964990,Butantã,São Paulo,São Paulo,Brazil,,,,,,,
55,Bluefit,Shopping Continental,"Av. Leão Machado, 100 Parque Continental, São Paulo - SP",,,,,-23.5474428,-46.7570686,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:29.099411,Jaguaré,São Paulo,São Paulo,Brazil,,,,,,,
56,Bluefit,Portal do Morumbi,"Av. Dr. Guilherme Dumont Vilares, 1450 Jardim Londrina, São Paulo - SP",,,,,-23.6186609,-46.7411247,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:30.234230,Jardim Londrina,São Paulo,São Paulo,Brazil,,,,,,,
57,Bluefit,Osasco,"Av. Maria Campos, 900 Centro, Osasco - SP",,,,,-23.5381745,-46.7733577,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:31.368431,Centro,Osasco,São Paulo,Brazil,,,,,,,
58,Bluefit,KM 18,"Av. Comandante Sampaio, 685 Km 18, Osasco - SP",,,,,-23.5273893,-46.7993643,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:32.469748,Km 18,Osasco,São Paulo,Brazil,,,,,,,
59,Bluefit,Novo Osasco,"Rua Pernambucanas, 350 Conceição, Osasco - SP",,,,,-23.5728624,-46.8043632,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:33.603915,Conceicao,Osasco,São Paulo,Brazil,,,,,,,
60,Bluefit,Tamboré,"Av. Tucunaré, 1498 Tamboré, Barueri - SP",,,,,-23.488682,-46.8333063,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:34.788735,Tamboré,Barueri,São Paulo,Brazil,,,,,,,
61,Bluefit,XV de Novembro,"Rua XV de Novembro, 1000 Centro, Jundiaí - SP",,,,,-23.1877164,-46.8788165,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:35.906549,Centro,Jundiaí,São Paulo,Brazil,,,,,,,
62,Bluefit,Carapicuíba,"Plaza Shopping Carapicuíba, 149 Vila Dirce, Carapicuíba - SP",,,,,-23.5530637,-46.8374162,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:37.007334,Vila Dirce,Carapicuíba,São Paulo,Brazil,,,,,,,
63,Bluefit,Granja Viana,"Av. São Camilo, 1066 Granja Viana, Cotia - SP",,,,,-23.582666,-46.837736,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:38.125483,Granja Viana,Cotia,São Paulo,Brazil,,,,,,,
64,Bluefit,Av. 9 de Julho,"Av. Nove de Julho, 3600 Anhangabaú, Jundiaí - SP",,,,,-23.2031759,-46.8934778,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:39.242804,Centro,Jundiaí,São Paulo,Brazil,,,,,,,
65,Bluefit,Barueri,"Av. Trindade, 344 Bethaville I, Barueri - SP",,,,,-23.5061707,-46.8676243,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:40.344010,Bethaville I,Barueri,São Paulo,Brazil,,,,,,,
66,Bluefit,Cotia,"Av. N. Sra. de Fátima, 558 Jardim Monte Santo, Cotia - SP",,,,,-23.609122,-46.9234293,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:41.579063,Jardim Monte Santo,Cotia,São Paulo,Brazil,,,,,,,
67,Bluefit,Shopping Central Park,"Avenida Ivo Mário Isaac Pires, 4040 Jardim Santa Paula, Cotia - SP",,,,,-23.6428329,-46.9915545,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:42.712910,Jardim Santa Paula,Cotia,São Paulo,Brazil,,,,,,,
68,Bluefit,Sumaré,"Praça Manoel de Vasconcelos, 580 Centro, Sumaré - SP",,,,,-22.8235251,-47.2695401,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:43.830723,Centro,Sumaré,São Paulo,Brazil,,,,,,,
69,Bluefit,Itu,"Av. Doutor Otaviano Pereira Mendes, 335 Liberdade, Itu - SP",,,,,-23.2616384,-47.2949746,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:44.965342,Liberdade,Itu,São Paulo,Brazil,,,,,,,
70,Bluefit,Av. Moreira César,"Av. Moreira César, 263 Centro, Sorocaba - SP",,,,,-23.5043832,-47.4656316,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:46.099788,Centro,Sorocaba,São Paulo,Brazil,,,,,,,
71,Bluefit,Campolim 1,"Rua Antônio Perez Hernandez, 125 Parque Campolim, Sorocaba - SP",,,,,-23.5388603,-47.4681283,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:47.250867,Parque Campolim,Sorocaba,São Paulo,Brazil,,,,,,,
72,Bluefit,Piracicaba,"Av. Dr. Cássio Pascoal Padovani, 404 Morumbi, Piracicaba - SP",,,,,-22.7269227,-47.623093,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:48.401796,Morumbi,Piracicaba,São Paulo,Brazil,,,,,,,
73,Bluefit,Piracicaba II - Vila Rezende,"Rua Dom João Bosco, 219 Vila Rezende, Piracicaba - SP",,,,,-22.7154412,-47.6577161,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:49.519361,Vila Rezende,Piracicaba,São Paulo,Brazil,,,,,,,
74,Bluefit,São Carlos,"Av. Comendador Alfredo Mafei, 260 Jardim São Carlos, São Carlos - SP",,,,,-22.0191447,-47.9096561,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:50.670792,Jardim Sao Carlos,São Carlos,São Paulo,Brazil,,,,,,,
75,Bluefit,Biagi,"Av. Maurilio Biagi, 1450 Santa Cruz do Jose Jacques, Ribeirão Preto - SP",,,,,-21.2060125,-47.7922616,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:51.805628,Santa Cruz do Jose Jacques,Ribeirão Preto,São Paulo,Brazil,,,,,,,
76,Bluefit,Apogeo,"Av. Presidente Vargas, 950 Jardim América, Ribeirão Preto - SP",,,,,-21.1968576,-47.8081684,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:52.989798,Jardim Sumare,Ribeirão Preto,São Paulo,Brazil,,,,,,,
77,Bluefit,Nova Aliança,"Av. Dr. Jose Cezario Monteiro da Silva Filho, 385 Nova Aliança, Ribeirão Preto - SP",,,,,-21.217934,-47.81657,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:54.157865,Jardim Nova Alianca,Ribeirão Preto,São Paulo,Brazil,,,,,,,
78,Bluefit,Campos Elíseos - Pré Venda,"Av. Capitão Salomão, 2.206 Campos Elíseos, Ribeirão Preto - SP",,,,,-21.1602402,-47.8139907,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:55.308880,Campos Elísios,Ribeirão Preto,São Paulo,Brazil,,,,,,,
79,Bluefit,Araxá,"R. Domingos Di Mambro, 850 Vila Silveria, Araxá - MG",,,,,-19.6154279,-46.9387972,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:56.410089,Vila Silveria,Araxá,Minas Gerais,Brazil,,,,,,,
80,Bluefit,Botucatu,"Av. Santana, 420 Centro, Botucatu - SP",,,,,-22.8812294,-48.4440489,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:57.511122,Centro,Botucatu,São Paulo,Brazil,,,,,,,
81,Bluefit,Patos de Minas,"Rua Ataualpa Dias Maciel, 48 Rosário, Patos de Minas - MG",,,,,-18.58126,-46.515524,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:58.662364,Centro,Patos de Minas,Minas Gerais,Brazil,,,,,,,
82,Bluefit,Uberaba Centro,"Av. Leopoldino de Oliveira, 2520 Estados Unidos, Uberaba - MG",,,,,-19.7515218,-47.9260234,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:20:59.779880,Estados Unidos,Uberaba,Minas Gerais,Brazil,,,,,,,
83,Bluefit,Bauru,"Av. Getulio Vargas, 19-116 Pq. Jardim Europa, Bauru - SP",,,,,-22.3491862,-49.0534217,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:00.964403,Parque Jardim Europa,Bauru,São Paulo,Brazil,,,,,,,
84,Bluefit,Jockey Plaza,"Av. Victor Ferreira do Amaral, 2633 Tarumã, Curitiba - PR",,,,,-25.4278269,-49.2151274,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:02.115593,Tarumã,Curitiba,Paraná,Brazil,,,,,,,
85,Bluefit,Jardim das Américas,"R. Prof. João Doetzer, 847 Jardim das Américas, Curitiba - PR",,,,,-25.4660731,-49.2216388,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:03.283719,Jardim das Américas,Curitiba,Paraná,Brazil,,,,,,,
86,Bluefit,Mueller,"Av. Cândido de Abreu, 127 Centro Cívico, Curitiba - PR",,,,,-25.4233736,-49.2705198,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:04.418046,Centro Cívico,Curitiba,Paraná,Brazil,,,,,,,
87,Bluefit,Andaló,"Av. Alberto Andaló, 3444 Centro, São José do Rio Preto - SP",,,,,-20.8166816,-49.3813891,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:05.568970,Centro,São José do Rio Preto,São Paulo,Brazil,,,,,,,
88,Bluefit,Curitiba - Centro,"Rua Emiliano Perneta, 822 Centro, Curitiba - PR",,,,,-25.4378722,-49.2787963,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:06.703495,Centro,Curitiba,Paraná,Brazil,,,,,,,
89,Bluefit,Batel,"Av. Sete de Setembro, 4690 Batel, Curitiba - PR",,,,,-25.443978,-49.283774,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:07.821294,Batel,Curitiba,Paraná,Brazil,,,,,,,
90,Bluefit,Champagnat,"R. Padre Anchieta, 2418 Bigorrilho, Curitiba - PR",,,,,-25.4339281,-49.3025294,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:08.939223,Mercês,Curitiba,Paraná,Brazil,,,,,,,
91,Bluefit,Portão,"Av. República Argentina, 2751 Água Verde, Curitiba - PR",,,,,-25.4703668,-49.2939246,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:10.040188,Portão,Curitiba,Paraná,Brazil,,,,,,,
92,Bluefit,Palladium,"Av. Presidente Kennedy, 4121 Portão, Curitiba - PR",,,,,-25.477853,-49.2907974,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:11.193627,Portão,Curitiba,Paraná,Brazil,,,,,,,
93,Bluefit,Joinville,"R. Min. Calógeras, 474 - Centro, Joinville - SC","Centro, Joinville",SC,,,-26.3072542,-48.8447495,{},[],Botão: Ver Planos,2025-08-27 21:20:05.345233,2025-08-29 13:21:12.275719,Centro,Joinville,Santa Catarina,Brazil,,,,,,,
94,Bluefit,Uberlândia,"Av. Rondon Pacheco, 2978 Saraiva, Uberlândia - MG",,,,,-18.9213277,-48.2684782,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:13.393928,Saraiva,Uberlândia,Minas Gerais,Brazil,,,,,,,
95,Bluefit,Marília,"Av. Presidente Tancredo de Almeida, 200 Centro, Marília - SP",,,,,-22.2155073,-49.9482651,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:14.494912,Centro,Marília,São Paulo,Brazil,,,,,,,
96,Bluefit,Campo Largo,"R. Xavier da Silva, 981 Centro, Campo Largo - PR",,,,,-25.458235,-49.5271765,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:15.612532,Centro,Campo Largo,Paraná,Brazil,,,,,,,
97,Bluefit,Catalão,"Av. João Neves Vieira, 395 Loteamento Lago das Mansões Silva Leão, Catalão - GO",,,,,-18.169104,-47.9316939,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:16.730299,Lago das Mansões,Catalão,Goiás,Brazil,,,,,,,
98,Bluefit,Ponta Grossa,"Rua Ermelino de Leão, 703 Olarias, Ponta Grossa - PR",,,,,-25.0948446,-50.1520549,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:17.864869,Olarias,Ponta Grossa,Paraná,Brazil,,,,,,,
99,Bluefit,Londrina Norte Shopping,"Av. Americo Deolindo Garla, 224 Pacaembu, Londrina - PR",,,,,-23.2860351,-51.1521686,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:18.999055,Pacaembu,Londrina,Paraná,Brazil,,,,,,,
100,Bluefit,Presidente Prudente,"Av. Cel. José Soares Marcondes, 3139 Jardim Bongiovani, Presidente Prudente - SP",,,,,-22.1374179,-51.3962287,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:20.133549,Jardim Bongiovani,Presidente Prudente,São Paulo,Brazil,,,,,,,
101,Bluefit,Maringá,"Avenida Colombo, 5992 Jardim Universitário, Maringá - PR",,,,,-23.410786,-51.9399471,{},[],,2025-08-27 21:20:05.345233,2025-08-29 13:21:21.250373,Zona 7,Maringá,Paraná,Brazil,,,,,,,
