id_1,rede_1,nome_1,id_2,rede_2,nome_2,distancia_km,estado
290,Selfit,MANAUS PLAZA SHOPPING,1405,Smartfit,Amazonas Shopping,0.392,Amazonas
292,Selfit,MANGABEIRAS,1296,Smartfit,Maceió Shopping,0.582,Alagoas
296,Selfit,MARQUÊS DE PARANAGUÁ,1682,Skyfit,PRIMAVERA – TERESINA (PI),0.661,Piauí
297,Selfit,MATATU,1251,Smartfit,Matatu,0.414,Bahia
298,Selfit,MENDONÇA FURTADO,1401,Smartfit,Macapá,0.782,Amapá
303,Selfit,MOR GOUVEIA,1343,Smartfit,Esperança,0.628,Rio Grande do Norte
304,Selfit,MOSSORÓ,1334,Smartfit,Centro Mossoró,0.199,Rio Grande do Norte
305,Selfit,NAZARÉ,1394,Smartfit,Pátio Belém,0.913,Leiria District
305,Selfit,NAZARÉ,1395,Smartfit,Boulevard,0.609,Leiria District
306,Selfit,NORTHWAY,1449,Skyfit,AURORA – PAULISTA (PE),0.937,
309,Selfit,OLARIA,981,Smartfit,Penha Circular,0.893,Rio de Janeiro
309,Selfit,OLARIA,982,Smartfit,Olaria,0.69,Rio de Janeiro
310,Selfit,OLHO D'ÁGUA I,1351,Smartfit,Rio Anil Shopping,0.38,Maranhão
312,Selfit,PAISSANDÚ,1316,Smartfit,Madalena,0.862,Pernambuco
312,Selfit,PAISSANDÚ,1318,Smartfit,Boa Vista,0.99,Pernambuco
313,Selfit,PARALELA,1260,Smartfit,Imbuí I,0.348,Bahia
314,Selfit,PARNAÍBA,1358,Smartfit,Parnaíba,0.421,Piauí
314,Selfit,PARNAÍBA,1657,Skyfit,PARNAÍBA (PI),0.652,Piauí
318,Selfit,PÁTIO DOM LUÍS,1384,Smartfit,Barbosa de Freitas,0.847,Ceará
318,Selfit,PÁTIO DOM LUÍS,1385,Smartfit,Santos Dumont,0.424,Ceará
318,Selfit,PÁTIO DOM LUÍS,1387,Smartfit,Papicu,0.949,Ceará
318,Selfit,PÁTIO DOM LUÍS,1388,Smartfit,Meireles,0.496,Ceará
319,Selfit,PÁTIO NORTE,1349,Smartfit,Maiobão,0.561,Maranhão
320,Selfit,PAULISTA CENTRO,1021,Smartfit,Uruguaiana,0.344,State of Rio de Janeiro
320,Selfit,PAULISTA CENTRO,1023,Smartfit,Metrô Carioca,0.631,State of Rio de Janeiro
320,Selfit,PAULISTA CENTRO,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.422,State of Rio de Janeiro
322,Selfit,PIEDADE,1496,Skyfit,CANDEIAS – JABOATÃO DOS GUARARAPES (PE),0.733,Pernambuco
322,Selfit,PIEDADE,1588,Skyfit,PIEDADE – JABOATÃO DOS GUARARAPES (PE),0.265,Pernambuco
323,Selfit,PIEDADE II,1310,Smartfit,Jaboatão,0.699,Pernambuco
323,Selfit,PIEDADE II,1311,Smartfit,Shopping Guararapes,0.457,Pernambuco
325,Selfit,PITUBA II,1250,Smartfit,Pituba,0.484,Bahia
325,Selfit,PITUBA II,1679,Skyfit,PITUBA (BA),0.698,Bahia
327,Selfit,PONTA VERDE,1297,Smartfit,Ponta Verde,0.633,Alagoas
329,Selfit,PRESIDENTE VARGAS,892,Smartfit,Trio,0.448,São Paulo
331,Selfit,RIVERSIDE,438,BodyTech,SHOPPING RIO POTY,0.991,Piauí
331,Selfit,RIVERSIDE,1308,Smartfit,Teresina Shopping,0.753,Piauí
332,Selfit,ROSA E SILVA,1320,Smartfit,Espinheiro,0.169,Pernambuco
334,Selfit,SANTA CLARA,678,Smartfit,Estação Oratório,0.882,São Paulo
341,Selfit,SCOPA PLATINUM,1386,Smartfit,José Lourenço,0.282,Ceará
341,Selfit,SCOPA PLATINUM,1389,Smartfit,Iracema,0.964,Ceará
345,Selfit,SHOPPING PARANGABA,1366,Smartfit,Parangaba,0.48,Ceará
352,Selfit,TAMARINEIRA,1321,Smartfit,Desembargador Góis Cavalcante,0.599,Pernambuco
352,Selfit,TAMARINEIRA,1322,Smartfit,Aflitos,0.684,Pernambuco
360,Selfit,TORRE,1319,Smartfit,Torre,0.869,Pernambuco
361,Selfit,TRINDADE,446,BodyTech,VILLA ROMANA SHOPPING,0.72,Santa Catarina
361,Selfit,TRINDADE,535,Pratique Fitness,Trindade,0.796,Santa Catarina
365,Selfit,VIEIRALVES,1402,Smartfit,Jardim Amazonas,0.327,Amazonas
369,BodyTech,ALPHAVILLE,758,Smartfit,Alphaville II,0.759,São Paulo
369,BodyTech,ALPHAVILLE,764,Smartfit,Alphaville I,0.841,São Paulo
369,BodyTech,ALPHAVILLE,1420,Skyfit,ALPHAVILLE (SP),0.72,São Paulo
370,BodyTech,ASA NORTE,1212,Smartfit,406 Norte,0.539,Distrito Federal
371,BodyTech,ASA SUL,1191,Smartfit,511 Sul,0.445,Distrito Federal
371,BodyTech,ASA SUL,1194,Smartfit,509 Sul,0.797,Distrito Federal
371,BodyTech,ASA SUL,1197,Smartfit,Dom Bosco,0.661,Distrito Federal
372,BodyTech,BARRA - PENÍNSULA O2,942,Smartfit,Via Parque,0.656,Rio de Janeiro
373,BodyTech,BARRA - SHOPPING CITTÁ,961,Smartfit,Assaí Barra Américas,0.208,Rio de Janeiro
374,BodyTech,BARRA - VOGUE,924,Smartfit,Allways Mall,0.949,Rio de Janeiro
375,BodyTech,BARRA - ÉRICO VERÍSSIMO,966,Smartfit,Olegário Maciel,0.668,Rio de Janeiro
377,BodyTech,BOTAFOGO - RIO SUL,1015,Smartfit,Rua da Passagem,0.386,Rio de Janeiro
378,BodyTech,BOTAFOGO - S. CLEMENTE,1005,Smartfit,Voluntários da Pátria II,0.971,Rio de Janeiro
378,BodyTech,BOTAFOGO - S. CLEMENTE,1010,Smartfit,Voluntários da Pátria I,0.433,Rio de Janeiro
378,BodyTech,BOTAFOGO - S. CLEMENTE,1014,Smartfit,Bambina,0.268,Rio de Janeiro
379,BodyTech,BROOKLIN GUARARAPES,629,Smartfit,Brooklin Paulista,0.401,São Paulo
379,BodyTech,BROOKLIN GUARARAPES,632,Smartfit,Av. Santo Amaro,0.181,São Paulo
381,BodyTech,CAMPOS,1111,Smartfit,Campos dos Goytacazes,0.849,Rio de Janeiro
381,BodyTech,CAMPOS,1855,Panobianco,CAMPOS RJ,0.951,Rio de Janeiro
383,BodyTech,CENTER SHOPPING RIO,946,Smartfit,Tindiba,0.957,Rio de Janeiro
384,BodyTech,COMPLEXO JK,618,Smartfit,Gomes de Carvalho,0.598,São Paulo
385,BodyTech,COPA - N.S COPACABANA 1144,387,BodyTech,COPA - N.S. COPACABANA 801,0.795,Rio de Janeiro
385,BodyTech,COPA - N.S COPACABANA 1144,398,BodyTech,IPANEMA - G. CARNEIRO,0.704,Rio de Janeiro
385,BodyTech,COPA - N.S COPACABANA 1144,1001,Smartfit,Ipanema,0.931,Rio de Janeiro
385,BodyTech,COPA - N.S COPACABANA 1144,1003,Smartfit,Francisco Sá,0.36,Rio de Janeiro
385,BodyTech,COPA - N.S COPACABANA 1144,1004,Smartfit,Pompeu Loureiro,0.768,Rio de Janeiro
385,BodyTech,COPA - N.S COPACABANA 1144,1006,Smartfit,Nsa. Copacabana 928,0.534,Rio de Janeiro
385,BodyTech,COPA - N.S COPACABANA 1144,1007,Smartfit,Nsa. Copacabana 749,0.909,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,387,BodyTech,COPA - N.S. COPACABANA 801,0.895,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,1007,Smartfit,Nsa. Copacabana 749,0.788,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,1008,Smartfit,Barata Ribeiro,0.634,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,1009,Smartfit,Nsa. Copacabana 690,0.6,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,1011,Smartfit,Copacabana Siqueira Campos,0.399,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,1013,Smartfit,Tonelero,0.214,Rio de Janeiro
386,BodyTech,COPA - N.S COPACABANA 446,1514,Skyfit,COPACABANA (RJ),0.626,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1004,Smartfit,Pompeu Loureiro,0.403,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1006,Smartfit,Nsa. Copacabana 928,0.285,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1007,Smartfit,Nsa. Copacabana 749,0.114,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1008,Smartfit,Barata Ribeiro,0.397,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1009,Smartfit,Nsa. Copacabana 690,0.317,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1011,Smartfit,Copacabana Siqueira Campos,0.771,Rio de Janeiro
387,BodyTech,COPA - N.S. COPACABANA 801,1514,Skyfit,COPACABANA (RJ),0.288,Rio de Janeiro
388,BodyTech,FREI CANECA,586,Smartfit,Augusta,0.774,São Paulo
388,BodyTech,FREI CANECA,588,Smartfit,Avenida Angélica,0.961,São Paulo
388,BodyTech,FREI CANECA,589,Smartfit,Baixo Augusta,0.293,São Paulo
388,BodyTech,FREI CANECA,592,Smartfit,Bela Vista II,0.133,São Paulo
389,BodyTech,GOIABEIRAS SHOPPING,1242,Smartfit,Goiabeiras,0.874,Mato Grosso
390,BodyTech,GUARULHOS PARQUE SHOP MAIA,2068,Panobianco,SALGADO FILHO,0.565,São Paulo
390,BodyTech,GUARULHOS PARQUE SHOP MAIA,2073,Panobianco,SANTA MENA,0.874,São Paulo
391,BodyTech,GÁVEA - SHOP. DA GÁVEA,990,Smartfit,Bartolomeu Mitre,0.966,Rio de Janeiro
391,BodyTech,GÁVEA - SHOP. DA GÁVEA,993,Smartfit,Gávea,0.366,Rio de Janeiro
393,BodyTech,IGUATEMI - SÃO PAULO,416,BodyTech,PINHEIROS - ELDORADO,0.982,São Paulo
397,BodyTech,IPANEMA - B. DA TORRE,399,BodyTech,IPANEMA - PÇ NS DA PAZ,0.525,Rio de Janeiro
397,BodyTech,IPANEMA - B. DA TORRE,407,BodyTech,LEBLON - ATAULFO 467,0.968,Rio de Janeiro
397,BodyTech,IPANEMA - B. DA TORRE,431,BodyTech,SHOPPING LEBLON,0.596,Rio de Janeiro
397,BodyTech,IPANEMA - B. DA TORRE,998,Smartfit,Barão da Torre,0.458,Rio de Janeiro
398,BodyTech,IPANEMA - G. CARNEIRO,1000,Smartfit,Visconde de Pirajá,0.482,Rio de Janeiro
398,BodyTech,IPANEMA - G. CARNEIRO,1001,Smartfit,Ipanema,0.394,Rio de Janeiro
398,BodyTech,IPANEMA - G. CARNEIRO,1003,Smartfit,Francisco Sá,0.434,Rio de Janeiro
399,BodyTech,IPANEMA - PÇ NS DA PAZ,998,Smartfit,Barão da Torre,0.19,Rio de Janeiro
399,BodyTech,IPANEMA - PÇ NS DA PAZ,1000,Smartfit,Visconde de Pirajá,0.619,Rio de Janeiro
399,BodyTech,IPANEMA - PÇ NS DA PAZ,1001,Smartfit,Ipanema,0.716,Rio de Janeiro
400,BodyTech,ITAIM - JOÃO CACHOEIRA,401,BodyTech,ITAIM - LEOPOLDO,0.664,São Paulo
400,BodyTech,ITAIM - JOÃO CACHOEIRA,609,Smartfit,Joaquim Floriano,0.514,São Paulo
400,BodyTech,ITAIM - JOÃO CACHOEIRA,1575,Skyfit,ITAIM BIBI (SP),0.628,São Paulo
401,BodyTech,ITAIM - LEOPOLDO,609,Smartfit,Joaquim Floriano,0.176,São Paulo
401,BodyTech,ITAIM - LEOPOLDO,613,Smartfit,Clodomiro Amazonas II,0.535,São Paulo
401,BodyTech,ITAIM - LEOPOLDO,1575,Skyfit,ITAIM BIBI (SP),0.077,São Paulo
402,BodyTech,JARDINS - CONSOLAÇÃO,586,Smartfit,Augusta,0.771,São Paulo
402,BodyTech,JARDINS - CONSOLAÇÃO,587,Smartfit,Rua da Consolação II,0.117,São Paulo
402,BodyTech,JARDINS - CONSOLAÇÃO,588,Smartfit,Avenida Angélica,0.771,São Paulo
402,BodyTech,JARDINS - CONSOLAÇÃO,590,Smartfit,Oscar Freire,0.956,São Paulo
403,BodyTech,JD. BOTÂNICO - M. ANGÉLICA,1002,Smartfit,Humaitá,0.663,Rio de Janeiro
404,BodyTech,LAGO NORTE - IGUATEMI,1218,Smartfit,Península Shopping,0.248,Distrito Federal
406,BodyTech,LEBLON - ATAULFO 1100,407,BodyTech,LEBLON - ATAULFO 467,0.61,Rio de Janeiro
406,BodyTech,LEBLON - ATAULFO 1100,408,BodyTech,LEBLON - GAL URQUIZA,0.25,Rio de Janeiro
406,BodyTech,LEBLON - ATAULFO 1100,986,Smartfit,Dias Ferreira,0.262,Rio de Janeiro
406,BodyTech,LEBLON - ATAULFO 1100,990,Smartfit,Bartolomeu Mitre,0.344,Rio de Janeiro
406,BodyTech,LEBLON - ATAULFO 1100,994,Smartfit,Leblon,0.518,Rio de Janeiro
407,BodyTech,LEBLON - ATAULFO 467,408,BodyTech,LEBLON - GAL URQUIZA,0.372,Rio de Janeiro
407,BodyTech,LEBLON - ATAULFO 467,431,BodyTech,SHOPPING LEBLON,0.419,Rio de Janeiro
407,BodyTech,LEBLON - ATAULFO 467,986,Smartfit,Dias Ferreira,0.871,Rio de Janeiro
407,BodyTech,LEBLON - ATAULFO 467,990,Smartfit,Bartolomeu Mitre,0.381,Rio de Janeiro
407,BodyTech,LEBLON - ATAULFO 467,994,Smartfit,Leblon,0.114,Rio de Janeiro
408,BodyTech,LEBLON - GAL URQUIZA,431,BodyTech,SHOPPING LEBLON,0.765,Rio de Janeiro
408,BodyTech,LEBLON - GAL URQUIZA,986,Smartfit,Dias Ferreira,0.511,Rio de Janeiro
408,BodyTech,LEBLON - GAL URQUIZA,990,Smartfit,Bartolomeu Mitre,0.141,Rio de Janeiro
408,BodyTech,LEBLON - GAL URQUIZA,994,Smartfit,Leblon,0.298,Rio de Janeiro
409,BodyTech,MARISTA,1146,Smartfit,Setor Sul,0.694,Goiás
410,BodyTech,MONT SERRAT,1165,Smartfit,Anita Mall,0.16,Rio Grande do Sul
411,BodyTech,MORUMBI - MARKET PLACE,645,Smartfit,Av. Morumbi,0.995,São Paulo
412,BodyTech,MÉIER,973,Smartfit,Shopping Méier,0.588,Rio de Janeiro
412,BodyTech,MÉIER,975,Smartfit,Méier,0.796,Rio de Janeiro
413,BodyTech,NATAL SHOPPING,1342,Smartfit,Candelária,0.403,Rio Grande do Norte
414,BodyTech,NORTE SHOPPING,976,Smartfit,NorteShopping,0.23,Rio de Janeiro
414,BodyTech,NORTE SHOPPING,977,Smartfit,Dom Helder,0.184,Rio de Janeiro
420,BodyTech,RECREIO SHOPPING,906,Smartfit,Guiomar Novaes,0.636,Rio de Janeiro
420,BodyTech,RECREIO SHOPPING,1695,Skyfit,RECREIO – RIO DE JANEIRO (RJ),0.81,Rio de Janeiro
422,BodyTech,RIO OFFICE & MALL,957,Smartfit,Estrada de Jacarepaguá,0.37,Rio de Janeiro
422,BodyTech,RIO OFFICE & MALL,1738,Skyfit,SHOPPING FREGUESIA (RJ),0.522,Rio de Janeiro
424,BodyTech,SANTA ROSA,1030,Smartfit,João Pessoa,0.266,Rio de Janeiro
425,BodyTech,SAVASSI,1086,Smartfit,Savassi,0.809,Minas Gerais
425,BodyTech,SAVASSI,1087,Smartfit,Rua Rio de Janeiro,0.783,Minas Gerais
425,BodyTech,SAVASSI,1089,Smartfit,Cláudio Manoel,0.953,Minas Gerais
427,BodyTech,SHOPPING CRYSTAL,920,Smartfit,Shopping Curitiba,0.501,Paraná
428,BodyTech,SHOPPING DA BAHIA,1254,Smartfit,Salvador Shopping,0.948,Bahia
429,BodyTech,SHOPPING DA ILHA,1355,Smartfit,Cohama,0.104,Maranhão
431,BodyTech,SHOPPING LEBLON,990,Smartfit,Bartolomeu Mitre,0.722,Rio de Janeiro
431,BodyTech,SHOPPING LEBLON,994,Smartfit,Leblon,0.531,Rio de Janeiro
434,BodyTech,SHOPPING NOVA IGUAÇU,918,Smartfit,Abílio Távora,0.839,Rio de Janeiro
434,BodyTech,SHOPPING NOVA IGUAÇU,927,Smartfit,Mário Guimarães,0.946,Rio de Janeiro
435,BodyTech,SHOP. PRAIA DA COSTA,1130,Smartfit,Centro Vila Velha,0.897,Espírito Santo
436,BodyTech,SHOPPING PÁTIO PAULISTA,593,Smartfit,Club Homs,0.819,São Paulo
436,BodyTech,SHOPPING PÁTIO PAULISTA,594,Smartfit,Paulista,0.711,São Paulo
436,BodyTech,SHOPPING PÁTIO PAULISTA,595,Smartfit,Bela Vista I,0.908,São Paulo
436,BodyTech,SHOPPING PÁTIO PAULISTA,597,Smartfit,Rua Cubatão,0.393,São Paulo
436,BodyTech,SHOPPING PÁTIO PAULISTA,601,Smartfit,Bernardino de Campos,0.481,São Paulo
437,BodyTech,SHOPPING RECIFE,1313,Smartfit,Conselheiro Aguiar,0.682,Pernambuco
437,BodyTech,SHOPPING RECIFE,1314,Smartfit,Shopping Recife,0.362,Pernambuco
437,BodyTech,SHOPPING RECIFE,1315,Smartfit,Mix Mateus Boa Viagem,0.519,Pernambuco
437,BodyTech,SHOPPING RECIFE,2103,Panobianco,SELECT GYM BY PANOBIANCO,0.548,Pernambuco
441,BodyTech,SUDOESTE,1201,Smartfit,Sudoeste II,0.382,Distrito Federal
444,BodyTech,SHOPPING TIJUCA,988,Smartfit,Av. Maracanã I,0.617,Rio de Janeiro
444,BodyTech,SHOPPING TIJUCA,991,Smartfit,Boulevard 28,0.888,Rio de Janeiro
444,BodyTech,SHOPPING TIJUCA,992,Smartfit,Rua Conde de Bonfim I,0.413,Rio de Janeiro
444,BodyTech,SHOPPING TIJUCA,996,Smartfit,Av. Maracanã II,0.682,Rio de Janeiro
445,BodyTech,TIJUCA HADDOCK LOBO,999,Smartfit,Haddock Lobo,0.108,Rio de Janeiro
448,Pratique Fitness,São Sebastião,502,Pratique Fitness,Bela Vista,0.665,Santa Catarina
449,Pratique Fitness,Cachoeirinha,473,Pratique Fitness,Nova Floresta,0.901,Minas Gerais
454,Pratique Fitness,Castelo,1090,Smartfit,Castelo 1,0.459,Minas Gerais
458,Pratique Fitness,Fernão Dias,518,Pratique Fitness,Fernão Dias II,0.806,Minas Gerais
458,Pratique Fitness,Fernão Dias,1098,Smartfit,Minas Shopping,0.619,Minas Gerais
459,Pratique Fitness,Cabral,522,Pratique Fitness,Shopping Contagem,0.659,Minas Gerais
459,Pratique Fitness,Cabral,581,Pratique Fitness,Cabral 2,0.051,Minas Gerais
461,Pratique Fitness,Santa Inês,462,Pratique Fitness,Santa Inês II,0.483,Minas Gerais
461,Pratique Fitness,Santa Inês,518,Pratique Fitness,Fernão Dias II,0.98,Minas Gerais
462,Pratique Fitness,Santa Inês II,518,Pratique Fitness,Fernão Dias II,0.503,Minas Gerais
464,Pratique Fitness,Ouro Preto Prime,530,Pratique Fitness,Ouro Preto II,0.021,Minas Gerais
466,Pratique Fitness,Santa Mônica,470,Pratique Fitness,Rio Branco,0.837,Minas Gerais
467,Pratique Fitness,Santa Efigênia,1432,Skyfit,ANDRADAS – BELO HORIZONTE (MG),0.695,Minas Gerais
471,Pratique Fitness,Sete Lagoas,1732,Skyfit,SETE LAGOAS (MG),0.391,Minas Gerais
480,Pratique Fitness,Paqueta,2017,Panobianco,PAMPULHA,0.211,Minas Gerais
486,Pratique Fitness,Mangabeiras,1085,Smartfit,Anchieta,0.639,Minas Gerais
490,Pratique Fitness,Centro de Florianópolis,1075,Smartfit,Beira Mar Norte,0.675,Santa Catarina
497,Pratique Fitness,Pagani Prime,556,Pratique Fitness,Pagani 2,0.195,Santa Catarina
497,Pratique Fitness,Pagani Prime,1097,Smartfit,Palhoça,0.174,Santa Catarina
498,Pratique Fitness,Funcionários,1089,Smartfit,Cláudio Manoel,0.692,Minas Gerais
501,Pratique Fitness,Nova Palhoça - Palhoça,560,Pratique Fitness,Nova Palhoça Rio Grande,0.949,Santa Catarina
506,Pratique Fitness,João Monlevade Carneirinho,1109,Smartfit,João Monlevade,0.682,Minas Gerais
509,Pratique Fitness,Mart Minas,2057,Panobianco,RESSACA,0.755,Minas Gerais
515,Pratique Fitness,Jardim Atlântico,1077,Smartfit,Estreito,0.712,Santa Catarina
519,Pratique Fitness,Só Marcas,1073,Smartfit,Itaú Power Shopping,0.733,Minas Gerais
521,Pratique Fitness,Campinas,570,Pratique Fitness,Campinas Privillege,0.458,Santa Catarina
522,Pratique Fitness,Shopping Contagem,581,Pratique Fitness,Cabral 2,0.642,Minas Gerais
522,Pratique Fitness,Shopping Contagem,2057,Panobianco,RESSACA,0.693,Minas Gerais
529,Pratique Fitness,Navegantes,1053,Smartfit,Itajaí,0.943,Santa Catarina
532,Pratique Fitness,Abraão SC,555,Pratique Fitness,Capoeiras,0.864,Santa Catarina
540,Pratique Fitness,Brasil Atacadista II,544,Pratique Fitness,Centro Palhoça,0.789,Santa Catarina
545,Pratique Fitness,Oiapoque Eldorado,554,Pratique Fitness,Riacho das Pedras,0.655,Minas Gerais
545,Pratique Fitness,Oiapoque Eldorado,1072,Smartfit,Contagem,0.109,Minas Gerais
554,Pratique Fitness,Riacho das Pedras,1072,Smartfit,Contagem,0.747,Minas Gerais
556,Pratique Fitness,Pagani 2,1097,Smartfit,Palhoça,0.023,Santa Catarina
557,Pratique Fitness,Criciúma Pio Corrêa,1511,Skyfit,CRICIUMA (SC),0.239,Santa Catarina
560,Pratique Fitness,Nova Palhoça Rio Grande,572,Pratique Fitness,Brasil Atacadista 3,0.991,Santa Catarina
562,Pratique Fitness,Vila Olimpica,1713,Skyfit,ALVARO CAMARGOS – BELO HORIZONTE (MG),0.883,Minas Gerais
571,Pratique Fitness,Centro de Críciuma,1120,Smartfit,Criciúma,0.386,Santa Catarina
586,Smartfit,Augusta,587,Smartfit,Rua da Consolação II,0.874,São Paulo
586,Smartfit,Augusta,588,Smartfit,Avenida Angélica,0.558,São Paulo
586,Smartfit,Augusta,589,Smartfit,Baixo Augusta,0.535,São Paulo
586,Smartfit,Augusta,591,Smartfit,Alameda Santos,0.847,São Paulo
586,Smartfit,Augusta,592,Smartfit,Bela Vista II,0.819,São Paulo
587,Smartfit,Rua da Consolação II,588,Smartfit,Avenida Angélica,0.886,São Paulo
587,Smartfit,Rua da Consolação II,590,Smartfit,Oscar Freire,0.908,São Paulo
588,Smartfit,Avenida Angélica,589,Smartfit,Baixo Augusta,0.67,São Paulo
589,Smartfit,Baixo Augusta,592,Smartfit,Bela Vista II,0.397,São Paulo
590,Smartfit,Oscar Freire,591,Smartfit,Alameda Santos,0.956,São Paulo
591,Smartfit,Alameda Santos,593,Smartfit,Club Homs,0.575,São Paulo
591,Smartfit,Alameda Santos,594,Smartfit,Paulista,0.687,São Paulo
593,Smartfit,Club Homs,594,Smartfit,Paulista,0.138,São Paulo
593,Smartfit,Club Homs,595,Smartfit,Bela Vista I,0.958,São Paulo
593,Smartfit,Club Homs,597,Smartfit,Rua Cubatão,0.956,São Paulo
594,Smartfit,Paulista,595,Smartfit,Bela Vista I,0.835,São Paulo
594,Smartfit,Paulista,597,Smartfit,Rua Cubatão,0.894,São Paulo
595,Smartfit,Bela Vista I,596,Smartfit,Liberdade,0.472,São Paulo
597,Smartfit,Rua Cubatão,601,Smartfit,Bernardino de Campos,0.284,São Paulo
598,Smartfit,Higienópolis,599,Smartfit,Santa Cecília,0.582,São Paulo
598,Smartfit,Higienópolis,605,Smartfit,Campos Elíseos,0.981,São Paulo
599,Smartfit,Santa Cecília,605,Smartfit,Campos Elíseos,0.653,São Paulo
601,Smartfit,Bernardino de Campos,610,Smartfit,Rodrigues Alves,0.957,São Paulo
602,Smartfit,Shopping Light,603,Smartfit,Anhangabaú,0.346,São Paulo
602,Smartfit,Shopping Light,604,Smartfit,Av. Ipiranga,0.661,São Paulo
602,Smartfit,Shopping Light,1681,Skyfit,PRAÇA DA SÉ (SP),0.6,São Paulo
602,Smartfit,Shopping Light,2055,Panobianco,REPÚBLICA,0.403,São Paulo
603,Smartfit,Anhangabaú,604,Smartfit,Av. Ipiranga,0.724,São Paulo
603,Smartfit,Anhangabaú,1681,Skyfit,PRAÇA DA SÉ (SP),0.417,São Paulo
603,Smartfit,Anhangabaú,2055,Panobianco,REPÚBLICA,0.588,São Paulo
604,Smartfit,Av. Ipiranga,2055,Panobianco,REPÚBLICA,0.301,São Paulo
605,Smartfit,Campos Elíseos,614,Smartfit,Bom Retiro,0.978,São Paulo
609,Smartfit,Joaquim Floriano,613,Smartfit,Clodomiro Amazonas II,0.689,São Paulo
609,Smartfit,Joaquim Floriano,1575,Skyfit,ITAIM BIBI (SP),0.187,São Paulo
610,Smartfit,Rodrigues Alves,612,Smartfit,Vila Mariana,0.469,São Paulo
613,Smartfit,Clodomiro Amazonas II,1575,Skyfit,ITAIM BIBI (SP),0.585,São Paulo
617,Smartfit,Clélia I,621,Smartfit,Rua Fábia,0.547,São Paulo
617,Smartfit,Clélia I,626,Smartfit,Clelia III,0.956,São Paulo
617,Smartfit,Clélia I,1781,Skyfit,VILA ROMANA – BRAGANÇA PAULISTA (SP),0.694,São Paulo
619,Smartfit,Canário,624,Smartfit,Jamaris,0.961,São Paulo
619,Smartfit,Canário,625,Smartfit,Bem-te-vi,0.487,São Paulo
620,Smartfit,Casa Verde Baixa,623,Smartfit,Carrefour Casa Verde,0.403,São Paulo
621,Smartfit,Rua Fábia,626,Smartfit,Clelia III,0.514,São Paulo
621,Smartfit,Rua Fábia,1781,Skyfit,VILA ROMANA – BRAGANÇA PAULISTA (SP),0.216,São Paulo
621,Smartfit,Rua Fábia,1969,Panobianco,LAPA,0.645,São Paulo
624,Smartfit,Jamaris,627,Smartfit,Maracatins,0.69,São Paulo
625,Smartfit,Bem-te-vi,627,Smartfit,Maracatins,0.747,São Paulo
626,Smartfit,Clelia III,1781,Skyfit,VILA ROMANA – BRAGANÇA PAULISTA (SP),0.611,São Paulo
626,Smartfit,Clelia III,1969,Panobianco,LAPA,0.134,São Paulo
627,Smartfit,Maracatins,633,Smartfit,Campo Belo,0.891,São Paulo
629,Smartfit,Brooklin Paulista,632,Smartfit,Av. Santo Amaro,0.573,São Paulo
630,Smartfit,Praça da Árvore,631,Smartfit,Planalto Paulista,0.72,São Paulo
632,Smartfit,Av. Santo Amaro,633,Smartfit,Campo Belo,0.926,São Paulo
634,Smartfit,Av. Prof. Francisco Morato,636,Smartfit,Butantã Shopping,0.532,São Paulo
635,Smartfit,Alto do Ipiranga,642,Smartfit,Sacomã,0.988,São Paulo
637,Smartfit,Belenzinho,1828,Panobianco,BELÉM,0.707,São Paulo
637,Smartfit,Belenzinho,1829,Panobianco,BELENZINHO,0.714,São Paulo
638,Smartfit,Corifeu,647,Smartfit,Bonfiglioli,0.677,São Paulo
643,Smartfit,Mooca,1642,Skyfit,MOOCA (SP),0.956,São Paulo
643,Smartfit,Mooca,2166,Panobianco,VILA PRUDENTE,0.821,São Paulo
648,Smartfit,Guaipá,1613,Skyfit,LAPA – SÃO PAULO (SP),0.985,São Paulo
649,Smartfit,Av. Itaberaba II,654,Smartfit,Av. Itaberaba I,0.356,São Paulo
651,Smartfit,Imirim,656,Smartfit,Francisco Ranieri,0.74,São Paulo
652,Smartfit,Vila Prudente,655,Smartfit,Central Plaza,0.99,São Paulo
652,Smartfit,Vila Prudente,2166,Panobianco,VILA PRUDENTE,0.304,São Paulo
653,Smartfit,Assaí Jaguaré,1947,Panobianco,JAGUARÉ,0.401,São Paulo
654,Smartfit,Av. Itaberaba I,1911,Panobianco,FREGUESIA,0.99,São Paulo
658,Smartfit,Sam's Club Jabaquara,659,Smartfit,Leonardo da Vinci,0.159,São Paulo
