id_1,rede_1,nome_1,id_2,rede_2,nome_2,distancia_km,estado
658,Smartfit,Sam's Club Jabaquara,666,Smartfit,Jabaquara,0.574,São Paulo
659,Smartfit,Leonardo da Vinci,666,Smartfit,Jabaquara,0.51,São Paulo
661,Smartfit,Av. Santa Catarina I,669,Smartfit,Avenida Mascote,0.538,São Paulo
661,Smartfit,Av. Santa Catarina I,2161,Panobianco,VILA MASCOTE – SP,0.049,São Paulo
662,Smartfit,Água Fria,696,Smartfit,Av. Nova Cantareira,0.774,São Paulo
669,Smartfit,Avenida Mascote,2161,Panobianco,VILA MASCOTE – SP,0.585,São Paulo
670,Smartfit,Avenida Celso Garcia,1632,Skyfit,METRÔ CARRÃO (SP),0.327,São Paulo
672,Smartfit,Assaí SCS - Av. Goiás,1720,Skyfit,SÃO CAETANO DO SUL (SP),0.665,São Paulo
673,Smartfit,Av. das Cerejeiras,677,Smartfit,Bem Barato Parque Novo Mundo,0.819,São Paulo
674,Smartfit,Pátio Osasco,680,Smartfit,União Osasco,0.404,São Paulo
674,Smartfit,Pátio Osasco,1784,Skyfit,VILA YARA – OSASCO (SP),0.733,São Paulo
676,Smartfit,Tatuapé,1750,Skyfit,TATUAPÉ (SP),0.836,São Paulo
680,Smartfit,União Osasco,1784,Skyfit,VILA YARA – OSASCO (SP),0.33,São Paulo
682,Smartfit,Shopping Metrô Tucuruvi,2137,Panobianco,TUCURUVI,0.179,São Paulo
685,Smartfit,Washington Luís,2078,Panobianco,SANTO AMARO,0.818,São Paulo
686,Smartfit,Vila Formosa,2093,Panobianco,SAPOPEMBA,0.581,São Paulo
687,Smartfit,Largo do Taboão,704,Smartfit,Shopping Taboão,0.472,São Paulo
687,Smartfit,Largo do Taboão,1979,Panobianco,MARIA ROSA,0.913,São Paulo
688,Smartfit,Carrefour Fundação,1720,Skyfit,SÃO CAETANO DO SUL (SP),0.619,São Paulo
689,Smartfit,Avenida Conselheiro Carrão,1750,Skyfit,TATUAPÉ (SP),0.74,São Paulo
689,Smartfit,Avenida Conselheiro Carrão,1865,Panobianco,CARRÃO,0.441,São Paulo
690,Smartfit,Mais Shopping,2078,Panobianco,SANTO AMARO,0.96,São Paulo
692,Smartfit,João Dias,1818,Panobianco,ASSAÍ JOÃO DIAS,0.848,São Paulo
693,Smartfit,Primitiva,2012,Panobianco,OSASCO CENTRO,0.304,São Paulo
694,Smartfit,Av. Jardim Japão,1953,Panobianco,JARDIM BRASIL,0.152,São Paulo
695,Smartfit,Vila Carrão,2153,Panobianco,VILA FORMOSA,0.998,São Paulo
697,Smartfit,Taboão Outlet,1979,Panobianco,MARIA ROSA,0.651,São Paulo
699,Smartfit,Shopping Penha,2028,Panobianco,PENHA,0.592,São Paulo
700,Smartfit,Avenida Taboão,2101,Panobianco,SBC TABOÃO,0.901,São Paulo
701,Smartfit,Vila Ema,2062,Panobianco,ROLDÃO VILA EMA,0.286,São Paulo
704,Smartfit,Shopping Taboão,1929,Panobianco,INTERCONTINENTAL,0.799,São Paulo
707,Smartfit,Sabará,1707,Skyfit,SABARÁ – JARDIM DIOMAR (SP),0.13,São Paulo
708,Smartfit,Avenida Amador Bueno,2028,Panobianco,PENHA,0.733,São Paulo
709,Smartfit,Jardim Miriam,1890,Panobianco,DIADEMA CENTRO,0.957,São Paulo
710,Smartfit,Osasco KM 18,1611,Skyfit,KM18 – OSASCO (SP),0.232,São Paulo
711,Smartfit,SP Market,1707,Skyfit,SABARÁ – JARDIM DIOMAR (SP),0.965,São Paulo
713,Smartfit,Internacional Shopping,714,Smartfit,Av. Guarulhos,0.42,São Paulo
713,Smartfit,Internacional Shopping,1776,Skyfit,VILA AUGUSTA – GUARULHOS (SP),0.757,São Paulo
714,Smartfit,Av. Guarulhos,1776,Skyfit,VILA AUGUSTA – GUARULHOS (SP),0.965,São Paulo
716,Smartfit,Parque São Lucas,740,Smartfit,Metrô Sapopemba,0.981,São Paulo
717,Smartfit,Bem Barato Rudge Ramos,1479,Skyfit,CAMINHO DO MAR – SÃO BERNARDO DO CAMPO (SP),0.489,São Paulo
717,Smartfit,Bem Barato Rudge Ramos,2099,Panobianco,SBC LIONS,0.768,São Paulo
719,Smartfit,Assaí Anchieta,2099,Panobianco,SBC LIONS,0.848,São Paulo
721,Smartfit,Taboão - Kizaemon 1047,725,Smartfit,D'avó Jardim Clementino,0.223,São Paulo
721,Smartfit,Taboão - Kizaemon 1047,2124,Panobianco,TABOÃO DA SERRA,0.4,São Paulo
722,Smartfit,Capelinha,1631,Skyfit,METRÔ CAPÃO – CAPÃO REDONDO (SP),0.727,São Paulo
723,Smartfit,Shopping Praça da Moça,1524,Skyfit,DIADEMA (SP),0.655,São Paulo
724,Smartfit,Sapopemba,740,Smartfit,Metrô Sapopemba,0.823,São Paulo
724,Smartfit,Sapopemba,755,Smartfit,Estação São Mateus,0.581,São Paulo
725,Smartfit,D'avó Jardim Clementino,2124,Panobianco,TABOÃO DA SERRA,0.62,São Paulo
726,Smartfit,Rio das Pedras,2150,Panobianco,VILA ANTONIETA,0.318,São Paulo
731,Smartfit,Grand Plaza,1851,Panobianco,CAMPESTRE,0.951,São Paulo
735,Smartfit,Gamelinha,1999,Panobianco,NHOCUNÉ,0.884,São Paulo
736,Smartfit,Capão Redondo,1860,Panobianco,CAPÃO REDONDO,0.049,São Paulo
737,Smartfit,Avenida João Paulo II - Embu das Artes,2041,Panobianco,PIRAJUSSARA,0.899,São Paulo
738,Smartfit,Parque das Nações,1983,Panobianco,MARTIM FRANSCISCO,0.707,São Paulo
739,Smartfit,Bosque Maia,1550,Skyfit,GUARULHOS (SP),0.906,São Paulo
743,Smartfit,Transguarulhense,753,Smartfit,Shopping Pátio Guarulhos,0.498,São Paulo
744,Smartfit,Lar ABC Shopping,2029,Panobianco,PEREIRA BARRETO,0.164,São Paulo
745,Smartfit,Parque Oratório,1606,Skyfit,JORGE BERETTA – SANTO ANDRÉ (SP),0.452,São Paulo
747,Smartfit,Granja Viana - São Camilo,1557,Skyfit,GRANJA VIANA – CARAPICUIBA (SP),0.49,São Paulo
748,Smartfit,Poupaki Cidade Dutra,749,Smartfit,Teotonio Vilela I,0.104,São Paulo
750,Smartfit,Avenida São Miguel I,1837,Panobianco,BOTURUSSU,0.231,São Paulo
751,Smartfit,Avenida Castelo Branco,2097,Panobianco,SBC CASTELO BRANCO / SP,0.456,São Paulo
752,Smartfit,Pirelli,1692,Skyfit,QUEIRÓS FILHO – SANTO ANDRÉ (SP),0.63,São Paulo
756,Smartfit,Shopping Metrô Itaquera,1592,Skyfit,JACU PÊSSEGO – SÃO PAULO (SP),0.792,São Paulo
756,Smartfit,Shopping Metrô Itaquera,1813,Panobianco,ARENA,0.924,São Paulo
756,Smartfit,Shopping Metrô Itaquera,1939,Panobianco,ITAQUERA,0.355,São Paulo
760,Smartfit,Av. Prestes Maia,765,Smartfit,Rua João Pessoa,0.722,São Paulo
763,Smartfit,Jardim Adriana,1880,Panobianco,COCAIA,0.418,São Paulo
764,Smartfit,Alphaville I,1420,Skyfit,ALPHAVILLE (SP),0.22,São Paulo
767,Smartfit,Belmira Marin,1915,Panobianco,GRAJAÚ,0.241,São Paulo
769,Smartfit,Vianas,2147,Panobianco,VIANAS,0.628,São Paulo
770,Smartfit,Parque Boa Esperança,1831,Panobianco,BOA ESPERANÇA,0.526,São Paulo
771,Smartfit,Residencial Cocaia,2056,Panobianco,RESIDENCIAL COCAIA,0.676,São Paulo
773,Smartfit,Plaza Shopping,1625,Skyfit,MARECHAL – SÃO BERNARDO DO CAMPO (SP),0.48,São Paulo
774,Smartfit,Vila Carmosina,775,Smartfit,Sábbado D’Angelo,0.666,São Paulo
776,Smartfit,D'avó São Miguel Paulista,1777,Skyfit,VILA JACUÍ (SP),0.408,São Paulo
777,Smartfit,Vila Luzita,2159,Panobianco,VILA LUZITA,0.311,São Paulo
781,Smartfit,Jardim Capela,2145,Panobianco,VERA CRUZ,0.852,São Paulo
783,Smartfit,Mauá,2160,Panobianco,VILA MAGINI,0.457,São Paulo
787,Smartfit,Caieiras,1956,Panobianco,JARDIM SÃO FRANCISCO,0.892,São Paulo
788,Smartfit,Jandira Centro,789,Smartfit,Jandira Ouro Verde,0.377,São Paulo
790,Smartfit,Shopping Cidade Tiradentes,792,Smartfit,Cidade Tiradentes,0.59,São Paulo
790,Smartfit,Shopping Cidade Tiradentes,1756,Skyfit,TIRADENTES – SÃO PAULO (SP),0.49,São Paulo
791,Smartfit,Itapecerica da Serra,1579,Skyfit,ITAPECERICA DA SERRA (SP),0.563,São Paulo
792,Smartfit,Cidade Tiradentes,1756,Skyfit,TIRADENTES – SÃO PAULO (SP),0.662,São Paulo
795,Smartfit,Cajamar,1847,Panobianco,CAJAMAR,0.736,São Paulo
796,Smartfit,Itapevi Centro,798,Smartfit,Itapevi,0.59,São Paulo
796,Smartfit,Itapevi Centro,2075,Panobianco,SANTA RITA,0.732,São Paulo
797,Smartfit,Itaim Paulista,1576,Skyfit,ITAIM PAULISTA – SÃO PAULO (SP),0.685,São Paulo
797,Smartfit,Itaim Paulista,2133,Panobianco,TIBURCIO,0.318,São Paulo
798,Smartfit,Itapevi,2075,Panobianco,SANTA RITA,0.955,São Paulo
801,Smartfit,Shopping Bonsucesso,1668,Skyfit,PIMENTAS (SP),0.021,São Paulo
802,Smartfit,Ribeirão Pires,1910,Panobianco,FRANCISCO MONTEIRO,0.386,São Paulo
808,Smartfit,Cubatão,1887,Panobianco,CUBATÃO CENTRO,0.829,São Paulo
809,Smartfit,Av. Imigrantes Italianos,1609,Skyfit,JUNDIAÍ – IMIGRANTES (SP),0.112,São Paulo
812,Smartfit,Av. Fernando Costa,1635,Skyfit,MOGI DAS CRUZES (SP),1.0,São Paulo
812,Smartfit,Av. Fernando Costa,1797,Panobianco,ALTO IPIRANGA,0.97,São Paulo
816,Smartfit,Atibaia,1798,Panobianco,ALVINÓPOLIS,0.44,São Paulo
821,Smartfit,Avenida Presidente Wilson,2090,Panobianco,SÃO VICENTE CENTRO,0.553,São Paulo
824,Smartfit,Ana Costa II,826,Smartfit,Assaí Ana Costa,0.338,São Paulo
825,Smartfit,Emissário,1856,Panobianco,CANAL 1,0.287,São Paulo
827,Smartfit,Pres. Costa e Silva,1497,Skyfit,CANTO DO FORTE – PRAIA GRANDE (SP),0.227,São Paulo
827,Smartfit,Pres. Costa e Silva,2021,Panobianco,PARIS,0.324,São Paulo
828,Smartfit,Ana Costa 1,1835,Panobianco,BOQUEIRÃO,0.826,São Paulo
829,Smartfit,Vicente de Carvalho,1774,Skyfit,VICENTE DE CARVALHO – GUARUJÁ (SP),0.79,São Paulo
835,Smartfit,Jacareí,1591,Skyfit,JACAREÍ (SP),0.987,São Paulo
835,Smartfit,Jacareí,1839,Panobianco,BOULEVARD JACAREÍ,0.752,São Paulo
836,Smartfit,Indaiatuba,1926,Panobianco,INDAIATUBA,0.963,São Paulo
839,Smartfit,Abolição,1778,Skyfit,VILA MARIETA – CAMPINAS (SP),0.551,São Paulo
839,Smartfit,Abolição,2176,Panobianco,WASHINGTON LUIZ,0.352,São Paulo
842,Smartfit,Pereira Inácio,1744,Skyfit,SOROCABA – SHOP PANORÂMICO (SP),0.94,São Paulo
842,Smartfit,Pereira Inácio,1894,Panobianco,DOM AGUIRRE,0.371,São Paulo
843,Smartfit,Campinas Shopping,1427,Skyfit,AMOREIRAS – CAMPINAS (SP),0.548,São Paulo
843,Smartfit,Campinas Shopping,2014,Panobianco,OZIEL,0.802,São Paulo
845,Smartfit,Assaí Amoreiras,1483,Skyfit,CAMPINAS – VILA UNIÃO (SP),0.942,São Paulo
845,Smartfit,Assaí Amoreiras,2066,Panobianco,RUY RODRIGUES,0.204,São Paulo
846,Smartfit,General Carneiro,1913,Panobianco,GENERAL,0.278,São Paulo
847,Smartfit,Cambuí II,850,Smartfit,Jorge Krug,0.852,São Paulo
847,Smartfit,Cambuí II,1850,Panobianco,CAMBUÍ,0.255,São Paulo
848,Smartfit,Tauste Itavuvu,1779,Skyfit,VILA NOVA – SOROCABA (SP),0.293,São Paulo
848,Smartfit,Tauste Itavuvu,2079,Panobianco,SANTOS DUMONT SOROCABA,0.699,São Paulo
849,Smartfit,Shopping Cidade Sorocaba,1796,Panobianco,ALTÍNO ARANTES SOROCABA,0.535,São Paulo
850,Smartfit,Jorge Krug,1850,Panobianco,CAMBUÍ,0.659,São Paulo
851,Smartfit,Parque Industrial,1725,Skyfit,SÃO JOSÉ DOS CAMPOS – PALMEIRAS DE SÃO JOSÉ (SP),0.241,São Paulo
851,Smartfit,Parque Industrial,2113,Panobianco,SJC MORUMBI,0.539,São Paulo
853,Smartfit,Avenida Ipanema,1930,Panobianco,IPANEMA,0.888,São Paulo
855,Smartfit,Chácara Primavera,1623,Skyfit,MANSÕES – CAMPINAS (SP),0.938,São Paulo
855,Smartfit,Chácara Primavera,1877,Panobianco,CHÁCARA PRIMAVERA,0.469,São Paulo
856,Smartfit,Satelite,2114,Panobianco,SJC SATÉLITE,0.656,São Paulo
858,Smartfit,Barão Geraldo,1455,Skyfit,BARÃO GERALDO – CAMPINAS (SP),0.583,São Paulo
859,Smartfit,Hortolândia,1561,Skyfit,HORTOLÂNDIA (SP),0.61,São Paulo
860,Smartfit,Paulínia,1964,Panobianco,JOSÉ PAULINO,0.622,São Paulo
861,Smartfit,Boituva,1833,Panobianco,BOITUVA,0.122,São Paulo
864,Smartfit,Taubaté,1752,Skyfit,TAUBATÉ (SP),0.921,São Paulo
866,Smartfit,Extra Taubaté,2128,Panobianco,TAUBATÉ CENTRO,0.315,São Paulo
867,Smartfit,Limeira,1973,Panobianco,LIMEIRA CENTRO,0.424,São Paulo
868,Smartfit,Limeira II - Av. Comendador Agostinho Prada,2016,Panobianco,PAGUE MENOS LIMEIRA,0.679,São Paulo
869,Smartfit,Mogi Guaçu,1636,Skyfit,MOGI GUAÇU MALL (SP),0.547,São Paulo
870,Smartfit,Av. 31 de Março,2024,Panobianco,PAULICÉIA PIRACICABA,0.302,São Paulo
872,Smartfit,Pinda,1674,Skyfit,PINDAMONHANGABA (SP),0.85,São Paulo
874,Smartfit,Araras,1811,Panobianco,ARARAS CENTRO,0.475,São Paulo
877,Smartfit,Buriti Shopping Guaratinguetá,1917,Panobianco,GUARÁ,0.451,São Paulo
878,Smartfit,São João da Boa Vista,1722,Skyfit,SÃO JOÃO DA BOA VISTA (SP),0.198,São Paulo
880,Smartfit,Poços de Caldas,2044,Panobianco,POÇOS DE CALDAS,0.724,Minas Gerais
881,Smartfit,Avaré,1422,Skyfit,AVARÉ (SP),0.342,São Paulo
884,Smartfit,Av. Trinta e Seis,1441,Skyfit,ARARAQUARA (SP),0.43,São Paulo
890,Smartfit,Av. Getúlio Vargas II,1508,Skyfit,CITY TOWERS – BAURU (SP),0.434,São Paulo
894,Smartfit,Neo,1542,Skyfit,FRANCISCO JUNQUEIRA – RIBEIRÃO PRETO (SP),0.493,São Paulo
894,Smartfit,Neo,1794,Panobianco,13 DE MAIO,0.976,São Paulo
906,Smartfit,Guiomar Novaes,1695,Skyfit,RECREIO – RIO DE JANEIRO (RJ),0.602,Rio de Janeiro
908,Smartfit,Queimados,2049,Panobianco,QUEIMADOS,0.413,Rio de Janeiro
913,Smartfit,Gelson Fonseca,936,Smartfit,Bosque da Barra,0.447,Rio de Janeiro
918,Smartfit,Abílio Távora,927,Smartfit,Mário Guimarães,0.348,Rio de Janeiro
918,Smartfit,Abílio Távora,931,Smartfit,Dom Walmor,0.667,Rio de Janeiro
927,Smartfit,Mário Guimarães,931,Smartfit,Dom Walmor,0.504,Rio de Janeiro
931,Smartfit,Dom Walmor,934,Smartfit,Via Light,0.996,Rio de Janeiro
946,Smartfit,Tindiba,1702,Skyfit,RIO DE JANEIRO – TAQUARA (RJ),0.505,Rio de Janeiro
948,Smartfit,Fazendinha,1521,Skyfit,CURITIBA 1 (PR),0.924,Paraná
950,Smartfit,Barra Garden,954,Smartfit,Guanabara Barra,0.365,Rio de Janeiro
957,Smartfit,Estrada de Jacarepaguá,960,Smartfit,Jacarepaguá,0.656,Rio de Janeiro
957,Smartfit,Estrada de Jacarepaguá,1738,Skyfit,SHOPPING FREGUESIA (RJ),0.376,Rio de Janeiro
959,Smartfit,Shopping Rio das Pedras,2058,Panobianco,RIO DAS PEDRAS,0.536,Rio de Janeiro
960,Smartfit,Jacarepaguá,1738,Skyfit,SHOPPING FREGUESIA (RJ),0.708,Rio de Janeiro
963,Smartfit,Guanabara Campinho,965,Smartfit,Madureira,0.82,Rio de Janeiro
963,Smartfit,Guanabara Campinho,1700,Skyfit,RIO DE JANEIRO – CAMPINHO (RJ),0.51,Rio de Janeiro
964,Smartfit,Madureira Shopping,965,Smartfit,Madureira,0.476,Rio de Janeiro
973,Smartfit,Shopping Méier,975,Smartfit,Méier,0.209,Rio de Janeiro
974,Smartfit,Duque de Caxias 2,978,Smartfit,Duque de Caxias,0.706,Rio de Janeiro
974,Smartfit,Duque de Caxias 2,1527,Skyfit,DUQUE DE CAXIAS (RJ),0.574,Rio de Janeiro
976,Smartfit,NorteShopping,977,Smartfit,Dom Helder,0.275,Rio de Janeiro
978,Smartfit,Duque de Caxias,1527,Skyfit,DUQUE DE CAXIAS (RJ),0.669,Rio de Janeiro
984,Smartfit,Uruguai,987,Smartfit,Rua Conde de Bonfim II,0.943,Rio de Janeiro
984,Smartfit,Uruguai,988,Smartfit,Av. Maracanã I,0.724,Rio de Janeiro
985,Smartfit,Vila Isabel,991,Smartfit,Boulevard 28,0.975,Rio de Janeiro
986,Smartfit,Dias Ferreira,990,Smartfit,Bartolomeu Mitre,0.589,Rio de Janeiro
986,Smartfit,Dias Ferreira,994,Smartfit,Leblon,0.775,Rio de Janeiro
987,Smartfit,Rua Conde de Bonfim II,988,Smartfit,Av. Maracanã I,0.444,Rio de Janeiro
987,Smartfit,Rua Conde de Bonfim II,992,Smartfit,Rua Conde de Bonfim I,0.715,Rio de Janeiro
988,Smartfit,Av. Maracanã I,992,Smartfit,Rua Conde de Bonfim I,0.462,Rio de Janeiro
990,Smartfit,Bartolomeu Mitre,994,Smartfit,Leblon,0.347,Rio de Janeiro
991,Smartfit,Boulevard 28,996,Smartfit,Av. Maracanã II,0.837,Rio de Janeiro
992,Smartfit,Rua Conde de Bonfim I,996,Smartfit,Av. Maracanã II,0.936,Rio de Janeiro
998,Smartfit,Barão da Torre,1000,Smartfit,Visconde de Pirajá,0.702,Rio de Janeiro
998,Smartfit,Barão da Torre,1001,Smartfit,Ipanema,0.781,Rio de Janeiro
1000,Smartfit,Visconde de Pirajá,1001,Smartfit,Ipanema,0.115,Rio de Janeiro
1000,Smartfit,Visconde de Pirajá,1003,Smartfit,Francisco Sá,0.879,Rio de Janeiro
1001,Smartfit,Ipanema,1003,Smartfit,Francisco Sá,0.772,Rio de Janeiro
1002,Smartfit,Humaitá,1005,Smartfit,Voluntários da Pátria II,0.82,Rio de Janeiro
1003,Smartfit,Francisco Sá,1006,Smartfit,Nsa. Copacabana 928,0.894,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1006,Smartfit,Nsa. Copacabana 928,0.321,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1007,Smartfit,Nsa. Copacabana 749,0.455,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1008,Smartfit,Barata Ribeiro,0.566,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1009,Smartfit,Nsa. Copacabana 690,0.596,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1011,Smartfit,Copacabana Siqueira Campos,0.941,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1514,Skyfit,COPACABANA (RJ),0.574,Rio de Janeiro
1005,Smartfit,Voluntários da Pátria II,1010,Smartfit,Voluntários da Pátria I,0.634,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1007,Smartfit,Nsa. Copacabana 749,0.395,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1008,Smartfit,Barata Ribeiro,0.647,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1009,Smartfit,Nsa. Copacabana 690,0.595,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1514,Skyfit,COPACABANA (RJ),0.567,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1008,Smartfit,Barata Ribeiro,0.294,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1009,Smartfit,Nsa. Copacabana 690,0.203,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1011,Smartfit,Copacabana Siqueira Campos,0.659,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1013,Smartfit,Tonelero,0.936,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1514,Skyfit,COPACABANA (RJ),0.174,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1009,Smartfit,Nsa. Copacabana 690,0.154,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1011,Smartfit,Copacabana Siqueira Campos,0.391,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1013,Smartfit,Tonelero,0.729,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1514,Skyfit,COPACABANA (RJ),0.166,Rio de Janeiro
1009,Smartfit,Nsa. Copacabana 690,1011,Smartfit,Copacabana Siqueira Campos,0.461,Rio de Janeiro
1009,Smartfit,Nsa. Copacabana 690,1013,Smartfit,Tonelero,0.736,Rio de Janeiro
1009,Smartfit,Nsa. Copacabana 690,1514,Skyfit,COPACABANA (RJ),0.029,Rio de Janeiro
1010,Smartfit,Voluntários da Pátria I,1014,Smartfit,Bambina,0.666,Rio de Janeiro
1010,Smartfit,Voluntários da Pátria I,1015,Smartfit,Rua da Passagem,0.933,Rio de Janeiro
1011,Smartfit,Copacabana Siqueira Campos,1013,Smartfit,Tonelero,0.389,Rio de Janeiro
1011,Smartfit,Copacabana Siqueira Campos,1514,Skyfit,COPACABANA (RJ),0.489,Rio de Janeiro
1013,Smartfit,Tonelero,1514,Skyfit,COPACABANA (RJ),0.764,Rio de Janeiro
1014,Smartfit,Bambina,1015,Smartfit,Rua da Passagem,0.984,Rio de Janeiro
1016,Smartfit,Rua Riachuelo,1022,Smartfit,Praça Passeio Público,0.805,Rio de Janeiro
1017,Smartfit,Largo do Machado,1019,Smartfit,Marquês de Abrantes,0.308,Rio de Janeiro
1017,Smartfit,Largo do Machado,1020,Smartfit,Senador Vergueiro,0.623,Rio de Janeiro
1019,Smartfit,Marquês de Abrantes,1020,Smartfit,Senador Vergueiro,0.332,Rio de Janeiro
1021,Smartfit,Uruguaiana,1022,Smartfit,Praça Passeio Público,0.972,Rio de Janeiro
1021,Smartfit,Uruguaiana,1023,Smartfit,Metrô Carioca,0.437,Rio de Janeiro
1021,Smartfit,Uruguaiana,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.379,Rio de Janeiro
1022,Smartfit,Praça Passeio Público,1023,Smartfit,Metrô Carioca,0.593,Rio de Janeiro
1022,Smartfit,Praça Passeio Público,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.84,Rio de Janeiro
1023,Smartfit,Metrô Carioca,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.258,Rio de Janeiro
1029,Smartfit,Mariz e Barros,1030,Smartfit,João Pessoa,0.944,Rio de Janeiro
1035,Smartfit,Bucarein,1036,Smartfit,Shopping Estação Joinville,0.609,Santa Catarina
1047,Smartfit,Itaborai,1933,Panobianco,ITABORAÍ,0.364,Rio de Janeiro
1048,Smartfit,Maricá,1538,Skyfit,FLAMENGO – MARICÁ (RJ),0.112,Rio de Janeiro
1052,Smartfit,Divinópolis,1506,Skyfit,CENTRO DIVINÓPOLIS (MG),0.885,Minas Gerais
1055,Smartfit,Blumenau,1942,Panobianco,ITOUPAVA NORTE,0.606,Santa Catarina
1060,Smartfit,Quintino,1562,Skyfit,HUGO CABRAL (PR),0.451,Paraná
1060,Smartfit,Quintino,1974,Panobianco,LONDRINA CENTRO,0.471,Paraná
1063,Smartfit,Araçatuba,1439,Skyfit,ARAÇATUBA (SP),0.703,São Paulo
1067,Smartfit,Cabo Frio,1844,Panobianco,CABO FRIO,0.786,Rio de Janeiro
1079,Smartfit,Votuporanga,2174,Panobianco,VOTUPORANGA,0.545,São Paulo
1087,Smartfit,Rua Rio de Janeiro,1091,Smartfit,Shopping Cidade,0.993,Minas Gerais
1093,Smartfit,Horto,1432,Skyfit,ANDRADAS – BELO HORIZONTE (MG),0.888,Minas Gerais
1101,Smartfit,Venda Nova,1713,Skyfit,ALVARO CAMARGOS – BELO HORIZONTE (MG),0.923,Minas Gerais
1102,Smartfit,Estação BH,1713,Skyfit,ALVARO CAMARGOS – BELO HORIZONTE (MG),0.868,Minas Gerais
1105,Smartfit,Maringá - Av. Tuiuti,1982,Panobianco,MARINGÁ,0.658,Paraná
1131,Smartfit,Praia da Costa,1133,Smartfit,Praia da Costa II,0.577,Espírito Santo
1132,Smartfit,Reta da Penha,1134,Smartfit,Praia do Canto,0.893,Espírito Santo
1132,Smartfit,Reta da Penha,1135,Smartfit,Praia do Canto I,0.893,Espírito Santo
1134,Smartfit,Praia do Canto,1135,Smartfit,Praia do Canto I,0.0,Espírito Santo
1141,Smartfit,Buriti Shopping,1644,Skyfit,NOVA ERA (GO),0.572,Goiás
1142,Smartfit,Goiânia Alto Bueno,1555,Skyfit,GOIÂNIA 3 – AV T-63 (GO),0.693,Goiás
1148,Smartfit,Jardim Europa,1149,Smartfit,Vila Alpes,0.708,Goiás
1151,Smartfit,Setor Oeste,2105,Panobianco,SETOR OESTE,0.407,Goiás
1174,Smartfit,Recanto das Emas,1470,Skyfit,BRASÍLIA (DF),0.214,Distrito Federal
1178,Smartfit,Samambaia III,2070,Panobianco,SAMAMBAIA,0.363,Distrito Federal
1182,Smartfit,Samambaia Norte,1710,Skyfit,SAMAMBAIA – BRASÍLIA (DF),0.917,Distrito Federal
1185,Smartfit,Guará II Unidade 2,1188,Smartfit,Guará II Unidade 3,0.666,Distrito Federal
1187,Smartfit,Manhattan Shopping,1190,Smartfit,Águas Claras I,0.554,Distrito Federal
1187,Smartfit,Manhattan Shopping,1192,Smartfit,Águas Claras V,0.676,Distrito Federal
1189,Smartfit,Águas Claras VI - Rua Manacá,1190,Smartfit,Águas Claras I,0.927,Distrito Federal
1189,Smartfit,Águas Claras VI - Rua Manacá,1192,Smartfit,Águas Claras V,0.857,Distrito Federal
1190,Smartfit,Águas Claras I,1192,Smartfit,Águas Claras V,0.122,Distrito Federal
1191,Smartfit,511 Sul,1194,Smartfit,509 Sul,0.607,Distrito Federal
1191,Smartfit,511 Sul,1197,Smartfit,Dom Bosco,0.936,Distrito Federal
1193,Smartfit,Águas Claras IV,1195,Smartfit,DF Plaza Shopping,0.348,Distrito Federal
1194,Smartfit,509 Sul,1197,Smartfit,Dom Bosco,0.794,Distrito Federal
1199,Smartfit,Dia-a-Dia Rua 4A,1200,Smartfit,Taguatinga Norte,0.688,Distrito Federal
1200,Smartfit,Taguatinga Norte,1228,Smartfit,Brazlândia,0.436,Distrito Federal
1204,Smartfit,Sudoeste I,1205,Smartfit,SIG,0.115,Distrito Federal
1210,Smartfit,Ceilandia Mall,1213,Smartfit,Ceilândia Norte,0.911,Distrito Federal
1213,Smartfit,Ceilândia Norte,1504,Skyfit,CEILÂNDIA – BRASÍLIA (DF),0.948,Distrito Federal
1216,Smartfit,Assaí Asa Norte,1217,Smartfit,Boulevard Brasília,0.66,Distrito Federal
1225,Smartfit,Sobradinho Central,1680,Skyfit,PLANALTINA – BRASÍLIA (DF),0.0,Distrito Federal
